X,Y,Z
-11.735974305854608,-12.55713231625622,30.467362070851774
-11.874479836143129,-12.158197633524745,31.483048547010952
-11.872453843803696,-11.573157019106159,32.37247203860915
-11.723851065288436,-10.843232179202552,33.08065844894746
-11.437650588806836,-10.029729783979022,33.57403360492709
-11.030376642729102,-9.18652901886969,33.83564981402841
-10.525752298581335,-8.359059998974281,33.86504201450528
-9.95467216623548,-7.584354049787021,33.67826912852937
-9.349394862307939,-6.898020539231373,33.30992188778068
-8.739323902389133,-6.324654835990756,32.79229391513265
-8.151139387570083,-5.874017536229562,32.155618520285714
-7.6066516878868295,-5.545934490551711,31.433896242060015
-7.122801442320464,-5.330296804000687,30.664894848395498
-6.710862480697423,-5.210677616856051,29.88238810033586
-6.374165975070746,-5.179072917186107,29.095568587471902
-6.113795859769887,-5.226881919098673,28.319467032255577
-5.929624458637521,-5.34622640721337,27.567874848221482
-5.8202521581652364,-5.530288888564437,26.852425268228128
-5.782727190379904,-5.773517306132766,26.18275699848898
-5.8116082522664385,-6.074391774946586,25.568884360834403
-5.907107653113094,-6.431271826788938,25.019879125702793
-6.069068768648533,-6.842220682129128,24.54548636205599
-6.295210799008177,-7.305710635012984,24.15679889862224
-6.581128768734228,-7.8206230530628975,23.866257323896154
-6.920668926534999,-8.385822748762319,23.68726040516488
-7.312972977720835,-8.993831923448548,23.631493707135636
-7.757403829052916,-9.634414375607454,23.715725308487997
-8.248752851133254,-10.29248302074613,23.954195341134294
-8.777839816738622,-10.946698585114037,24.35658311730077
-9.331512900820533,-11.569469605702958,24.928007129527575
-9.893057631258644,-12.127626670021519,25.6688385458568
-10.444068262081922,-12.585093134686321,26.568310813430227
-10.956679666414749,-12.89475473486911,27.59958637416564
-11.402216095046683,-13.01908602895518,28.723077838891356
-11.75328752516732,-12.934094048473924,29.88657567253322
-11.983789660366309,-12.629318298098848,31.02524819411459
-12.070212003038955,-12.105031090091819,32.06436785804261
-12.000946425232772,-11.398909853843167,32.93758083828923
-11.77703919380744,-10.575976528392879,33.596481084970605
-11.410388455255204,-9.692857273536317,34.01194829073198
-10.923744791832323,-8.797172061195713,34.17420543102281
-10.350269123812131,-7.928429862345674,34.09316884898188
-9.72109441466497,-7.139102528065354,33.80121664349032
-9.069798987957032,-6.464169521684784,33.32846636785073
-8.428364180184099,-5.918828386533837,32.707893214836595
-7.82314027737938,-5.5064629357936585,31.97997289872758
-7.274846515113495,-5.218643252496642,31.19268165530951
-6.798109396487071,-5.039752678340564,30.381312175850237
-6.398899535138138,-4.958869984363729,29.555588608573842
-6.079400229876473,-4.965487745625641,28.733814256654068
-5.840304252201207,-5.049684177360366,27.931261894353963
-5.680815911170052,-5.202130722710306,27.1601174088931
-5.597351723372895,-5.415528270645333,26.430233923727833
-5.584396895537079,-5.688641826237493,25.75155333157961
-5.642239112704444,-6.018774632002366,25.132508780289864
-5.769665463257761,-6.4042800237065345,24.582615315117895
-5.963409049139836,-6.8449362841147305,24.11269475626428
-6.2181489858535075,-7.341946642989795,23.73487569887093
-6.529111981990357,-7.8953704432796235,23.461479801749142
-6.898896701226235,-8.499840135277154,23.305912223802373
-7.326932114731951,-9.14933308550668,23.28467746636866
-7.809243104183145,-9.832185745029914,23.412890949703147
-8.33858226289356,-10.530881700091282,23.704140352437232
-8.904429895814996,-11.222051672117843,24.17048561157857
-9.49418640632987,-11.878961293767222,24.81846141416148
-10.090171284209967,-12.459451900493088,25.646670639122757
-10.668180920606655,-12.913777107297786,26.643656517801066
-11.20092160124764,-13.199539412781922,27.779968179229527
-11.658035342793228,-13.281775847608731,29.008099574864186
-12.006103005329365,-13.132942433045773,30.26249484115122
-12.21529470672991,-12.725447747835627,31.467441281927226
-12.265100638983322,-12.098674372413846,32.54094917540668
-12.145465278254845,-11.318645679539522,33.413781957776315
-11.860968332216535,-10.439396508760048,34.040794909725534
-11.430824740047242,-9.50297316641118,34.40093515644632
-10.888490022346842,-8.540363407097349,34.49721620192839
-10.260346564943461,-7.6228605392562026,34.349388134694486
-9.580301206275939,-6.81050683261794,33.97937744433176
-8.886902275075327,-6.12865539726458,33.41976833145813
-8.212702508739866,-5.589516536954944,32.71562951869917
-7.5842590533350585,-5.192157749124757,31.924514250688105
-7.022746338441217,-4.922673167533244,31.09374782789328
-6.539462525774269,-4.765386932023913,30.23366707966036
-6.138633416343773,-4.708036189040977,29.36600433591226
-5.8226006616732136,-4.73818532687765,28.508767813205996
-5.591858136945397,-4.843196496906935,27.67592073245501
-5.4432466423001,-5.012341025631902,26.878165749379015
-5.369438799174418,-5.24381153053433,26.125588708098725
-5.370721306501933,-5.533570667982244,25.42601207597919
-5.445866044287394,-5.879280682795631,24.78822314311058
-5.591277901867525,-6.280967092559515,24.22227132963171
-5.800994777911037,-6.741018687624005,23.73946818572991
-6.068402388882258,-7.26263663317301,23.351910644297153
-6.396974699448859,-7.842465884637932,23.071678856332895
-6.788425178280491,-8.477973106289415,22.91437809842757
-7.241013334803513,-9.162394702889731,22.896201257088137
-7.750182356612844,-9.88383339519911,23.033550457269445
-8.308559109472045,-10.625258219975853,23.343037062374226
-8.90640072306363,-11.366202942480072,23.837144336080954
-9.531207317220966,-12.071209255968737,24.52481240044137
-10.16444605453173,-12.69066024670856,25.412416528275088
-10.781860847869465,-13.177195304652832,26.48647248007636
-11.353502995946846,-13.486052730243296,27.713193932331293
-11.843731183315787,-13.575069734410226,29.03849247751802
-12.213549312670533,-13.396781574632394,30.392085423991137
-12.433640350425783,-12.92869694085095,31.691870403373876
-12.479502601212277,-12.250413508375303,32.83459782220932
-12.342163352486919,-11.431255744870766,33.745471265370696
-12.029702558389383,-10.519564623209352,34.382671908392126
-11.567252839742096,-9.542697621469845,34.73735851746845
-10.994590461859218,-8.51322552978091,34.83140655894806
-10.32917615191509,-7.5319096717754555,34.670741423568664
-9.607598424523975,-6.666604169689847,34.27115410775769
-8.871690768119425,-5.944286883516922,33.67063130849749
-8.156720443328988,-5.377021958712071,32.92179997262655
-7.491434842105107,-4.961912647222889,32.091435171326545
-6.898690761136699,-4.681291924777512,31.21687271417867
-6.388571407018287,-4.51865368159149,30.31382539630724
-5.965695490535431,-4.459692523878531,29.40513812362102
-5.632470047591427,-4.489686819919388,28.508875163157473
-5.38909033074703,-4.593498809717326,27.638320181877294
-5.229166093627015,-4.762252348670727,26.804138206271745
-5.147857850442048,-4.99292727403809,26.015185211545194
-5.144274491878064,-5.281182429507574,25.279259232769775
-5.215376541468827,-5.625584176318395,24.605174895178543
-5.35597615559592,-6.027606393260788,24.00276341416556
-5.558894750845469,-6.491471096040592,23.48284237437265
-5.823380773531948,-7.017719549557981,23.05636396025827
-6.153123822672067,-7.6061036818148935,22.736371721075844
-6.548513457343185,-8.254966892607431,22.538086565465242
-7.007698562754916,-8.958874474380432,22.478395472745667
-7.526587350249083,-9.708613612227394,22.57585149291566
-8.098479360711927,-10.491776043362686,22.847348042743015
-8.71525563757531,-11.286273322393452,23.304952577581865
-9.368339503759197,-12.052076467310398,23.975067425851957
-10.041616020795317,-12.744709133971384,24.86678613924377
-10.71086344824407,-13.316398876959935,25.96851484455091
-11.343753243694465,-13.716077149585196,27.247972243669977
-11.89985006276422,-13.889379303882006,28.652189613600747
-12.335747620731324,-13.777618225070665,30.111553544192315
-12.620179374050887,-13.364967789350937,31.53577761566077
-12.718663605494443,-12.698792238004728,32.81380734348763
-12.615457308108223,-11.828975310013087,33.86180180105012
-12.31566453741474,-10.804712860055638,34.62606011014838
-11.845215651385569,-9.674551018559328,35.08301614309565
-11.229206929069644,-8.528405703014524,35.229387279466074
-10.503971787579465,-7.459239876997651,35.07280625328995
-9.719526463691489,-6.514980537624826,34.6439301324885
-8.919645219752196,-5.728176785341228,33.99502663690467
-8.141860343677955,-5.1159998239209425,33.19997413830304
-7.419761175745543,-4.673452997760715,32.32985779714863
-6.777185172348639,-4.375027094982036,31.402331422248615
-6.2238827894876865,-4.204102533572227,30.446813996111658
-5.766009427836542,-4.142388953640082,29.487645994012286
-5.406361839913458,-4.169500428226907,28.54302692324616
-5.141626008628785,-4.268073683550039,27.6257722859898
-4.96368938993921,-4.433490245073841,26.745576104807633
-4.869924588863158,-4.6589679190614985,25.910329235742328
-4.856134087739758,-4.941034990797347,25.12820981801269
-4.916280031860163,-5.2798671259947145,24.407743943489365
-5.042705792984586,-5.679052926256163,23.757829133096415
-5.233420720437925,-6.140387950334758,23.18790303148378
-5.491562045416433,-6.6654720619083605,22.708173524211162
-5.818308090259883,-7.25562263319093,22.331331161793802
-6.2129423562003065,-7.91085112600337,22.072837094311932
-6.67285352336208,-8.629863091773654,21.95092307141074
-7.194097949882665,-9.408292339493693,21.984045327848612
-7.776220667790149,-10.232141061087681,22.192041042821806
-8.416513407647718,-11.081613176583218,22.604126269721263
-9.104971235392709,-11.925853540184791,23.23942233795032
-9.824223269833311,-12.722430787158917,24.105686620149577
-10.549532682648314,-13.417337333833828,25.199312532196632
-11.249610923128927,-13.946304746923134,26.505396910383055
-11.888952795574081,-14.24720797713871,27.98348669641031
-12.418303729194998,-14.260472625866855,29.55394235668618
-12.794106016992664,-13.953551583132489,31.125392534954837
-12.981971325832909,-13.325334536371575,32.597942063215655
-12.956177689241219,-12.405434224205214,33.8630210440349
-12.705307578785469,-11.267188964257057,34.82491658995177
-12.246441740666238,-10.023335533630357,35.43796843940145
-11.611066592159036,-8.771104526637266,35.68854448038712
-10.843098891343576,-7.587206838893434,35.59244503525303
-9.997342403005707,-6.529673814846635,35.19638981499306
-9.124848485003113,-5.644904462130235,34.56938445300914
-8.271692834802062,-4.950245214909864,33.765866884993834
-7.474775363055381,-4.4424251456056645,32.84005916998473
-6.760776913530756,-4.099420908070774,31.84845649578703
-6.145754201417913,-3.8880307741744007,30.838715274302253
-5.633795839315749,-3.7906778869276314,29.82358881653593
-5.223886824531795,-3.788839500946592,28.820739243063933
-4.913122830910762,-3.866762503968185,27.84442262061634
-4.696732505041927,-4.011979284316988,26.90458796978082
-4.566190084030942,-4.2174844107889475,26.009066501481826
-4.515976845160477,-4.479964968094606,25.164972046694636
-4.543409717040053,-4.797296122015619,24.378750785320317
-4.644111615383452,-5.170697697276521,23.658110314769885
-4.8120108920427995,-5.604734552438266,23.012019967048964
-5.04316478985175,-6.104435842004842,22.450479679288303
-5.341274622694303,-6.672290635016186,21.98458930029233
-5.708166138727082,-7.31133843133385,21.62832745614787
-6.144462152633315,-8.02232728463068,21.398817661582648
-6.649610103315119,-8.803685236782226,21.316327144898068
-7.220774638403372,-9.648788337856493,21.399169887013297
-7.856898102421051,-10.5431683126025,21.673502519044177
-8.555997645028453,-11.465139354498099,22.175006758714364
-9.307121292442396,-12.378881094580684,22.925504528179218
-10.090219086415246,-13.234283995776881,23.93251947873259
-10.8761430842346,-13.966949352902162,25.189276990806505
-11.62678120151949,-14.49837835557325,26.67475230203711
-12.301198545292447,-14.754335810310444,28.34278208483998
-12.843254741150785,-14.675186218685301,30.091586882493594
-13.201635158996998,-14.230569285453516,31.806570835371037
-13.339778361638405,-13.428851496930598,33.37201954890724
-13.23519839415609,-12.3171180428584,34.6706858259635
-12.880202971570775,-10.992995278391131,35.60145406055638
-12.302192063428308,-9.588250590344874,36.12716467266428
-11.543951483297775,-8.21396201935969,36.249131269174285
-10.659143033893173,-6.955296432062319,36.00155722179824
-9.710914019038707,-5.871739729540137,35.45219784442124
-8.757180481623383,-4.995825692151349,34.6820036072767
-7.845195950615632,-4.333823378354089,33.75229865316743
-7.0108808920692764,-3.871730625024615,32.72124147843966
-6.27844583351966,-3.5756750783167917,31.645485524171068
-5.659291493727974,-3.406815308367533,30.565356351375716
-5.152642908707013,-3.347289634723922,29.49161423085056
-4.754636480230921,-3.3766119878579164,28.43995547093074
-4.45963942308633,-3.478736339418146,27.422094020772274
-4.260125686040716,-3.6422688997609747,26.445686708054826
-4.1458189255192375,-3.8618949771191984,25.517260597345793
-4.111890007949862,-4.134413600711598,24.64227644745249
-4.154230726714778,-4.459320903656174,23.82645211430532
-4.267226637084962,-4.8397997985795165,23.076723262418856
-4.44436317657717,-5.28226835257123,22.40123730801595
-4.6862914043393555,-5.791236075827057,21.809018446162824
-4.995967630187034,-6.371687288425891,21.310947528429498
-5.37521718357163,-7.028256538012829,20.92135760759274
-5.8252734242693975,-7.764564225226227,20.65813903914583
-6.346472422969538,-8.581128730041403,20.540900602016666
-6.940767059381056,-9.472502692108169,20.593209728384508
-7.610823152516426,-10.432591769154214,20.850726977197915
-8.35248346042188,-11.43980678195929,21.34401472139278
-9.154365126030973,-12.455899821187359,22.097275813145547
-9.997859677164888,-13.425964247387002,23.128353583873405
-10.85721833539838,-14.279102320916573,24.448446114188776
-11.696445253136801,-14.937624099727469,26.043424480983226
-12.461034246774291,-15.300887487230108,27.855871332054644
-13.093944260513666,-15.290687492958448,29.796100272689078
-13.53905189331016,-14.864392697310883,31.742215944805608
-13.742468549201128,-14.011237818467997,33.541011528202226
-13.669735512753812,-12.787913225265529,35.039695767698454
-13.314691341924465,-11.342611272826558,36.13435525078564
-12.699549564428253,-9.804291922062927,36.76984283317418
-11.875294177349325,-8.273548958583158,36.93924209914407
-10.909339767139894,-6.847039286518724,36.690372280287505
-9.86499459524079,-5.629006471192874,36.1033786290601
-8.811806709093101,-4.65573472102222,35.253559503163785
-7.804988619505763,-3.928685437719732,34.22935476203929
-6.885282444547942,-3.4172553394576455,33.12654623171146
-6.078297339979693,-3.0853906589665705,31.98354526646709
-5.392391573603352,-2.900984178106321,30.827910932202222
-4.829838675865913,-2.8334088227930505,29.68402351270484
-4.388134027400504,-2.854579351619165,28.56689290446151
-4.056202349363414,-2.9454513386785823,27.485865661808127
-3.82427735720609,-3.0948405820943865,26.4475795455899
-3.685041577879432,-3.2942001788051134,25.456860591488365
-3.629094014786221,-3.540546346139429,24.518582389721047
-3.644955998577198,-3.8364541768926386,23.63766702994843
-3.725029077291946,-4.186240314180566,22.819220197048086
-3.8709990893890933,-4.592435485684859,22.068137009329014
-4.083648251371147,-5.060206013413383,21.391292987515175
-4.362656387363819,-5.596876970710452,20.79839376467906
-4.7066344507609115,-6.211884730044058,20.301969142026078
-5.118543122483967,-6.911685391209213,19.916915179333092
-5.605004211112205,-7.702794557093592,19.662371779299058
-6.169952364342258,-8.588321141533156,19.56248620252588
-6.815822283608143,-9.563914713739859,19.645984536165148
-7.5435487240815124,-10.617765498302028,19.946171693918117
-8.349377302406987,-11.72928641145632,20.49477454526626
-9.225000164064936,-12.857612159665019,21.33389255439428
-10.154878623528557,-13.940648405490734,22.500934894273488
-11.108307877422414,-14.898024840303334,24.00275264070308
-12.039358460687959,-15.63110540902286,25.81547665302418
-12.888707085694714,-16.02464069406977,27.885436704712266
-13.59149005725668,-15.979547216887818,30.105468701740605
-14.067574766936703,-15.444419002335666,32.29830660462948
-14.258427170035693,-14.424867021133148,34.292589352100215
-14.132886548742652,-12.985377536888045,35.93125211280666
-13.680973336875189,-11.260434778742084,37.07421878649689
-12.93576845539429,-9.443758256427591,37.667277817639075
-11.962199645777803,-7.69935813718488,37.729996716134295
-10.836634833182625,-6.147485251992534,37.328042178948365
-9.64587135239533,-4.862415942676436,36.572649513995586
-8.468720696344336,-3.8641635466618616,35.57984775505445
-7.36313189889942,-3.1470424753187234,34.42875263818533
-6.370675787791561,-2.6791098378501577,33.19066225250383
-5.516653379952524,-2.4006592115411114,31.931488324371852
-4.807729018668606,-2.248720408020167,30.694552390521476
-4.234765505286435,-2.2043012903595516,29.48194529046167
-3.78799657586147,-2.2408434369968777,28.30488920856205
-3.455795689978973,-2.3387370643886216,27.171035882072786
-3.2244158754804637,-2.485914457557512,26.084305814986138
-3.0808233131010763,-2.676061036416708,25.04765783793258
-3.016962983913722,-2.9058955751244055,24.063380514359224
-3.024382091823885,-3.176383067064786,23.134156546310553
-3.0940528279212733,-3.492667575397803,22.263295844142007
-3.222891260231842,-3.8602870322296323,21.45462987155617
-3.4116673335572543,-4.285462286206531,20.71293074591912
-3.661095059780484,-4.7765650556680335,20.04529790634655
-3.972189748029356,-5.343753308791611,19.461328081653733
-4.349227764039748,-5.996236373502865,18.973466412078054
-4.798486661579663,-6.745303372496426,18.5975251317863
-5.32595978982623,-7.5994729827956,18.355012032363295
-5.93765887369102,-8.562767049619534,18.27355162372756
-6.639609276668306,-9.634704869975048,18.386876513174567
-7.434106435741682,-10.805305505948343,18.731053404158
-8.322327859451983,-12.054164444902721,19.35885273122413
-9.297320451376425,-13.338746749320054,20.320401907697548
-10.33814665252988,-14.587120273647136,21.650158780106803
-11.409884441364476,-15.697955664295156,23.366911628184
-12.464816479958909,-16.549534140751707,25.466946176597908
-13.42936807001954,-16.99451018981423,27.87278828235658
-14.215359128653873,-16.899475628413043,30.443324940941444
-14.739554477947653,-16.200848032454637,32.99263296598822
-14.924458807803896,-14.901952963656175,35.28917887775151
-14.72136728523105,-13.103850018744405,37.098062220541244
-14.136055532802779,-11.064767360097505,38.29843086706289
-13.215579427856708,-8.997586349101196,38.84765306655749
-12.04695688370631,-7.041219735079121,38.77213569209161
-10.733789751941348,-5.3189096213432085,38.1831718394728
-9.370422966806409,-3.9440071631675493,37.22611807974266
-8.047082443384829,-2.9267867212568444,36.025205826607
-6.828214201520475,-2.222877750026906,34.70739506076554
-5.753794440156078,-1.765468649138865,33.354793038030664
-4.837934093278653,-1.5013442312156022,31.999179191216015
-4.0820426399556275,-1.3791302589360526,30.669044412431994
-3.479083633369291,-1.3550691589076167,29.378685045023456
-3.0114671121587184,-1.3990828403641333,28.134691406866363
-2.6633906813306365,-1.491171451706614,26.94017877635448
-2.4192864593583474,-1.6178248681142013,25.796551393325633
-2.2616329321720574,-1.7730400269099198,24.704651280978126
-2.173172346491654,-1.9569366991178205,23.664792185850708
-2.1473201498033347,-2.169047314414958,22.676858392229846
-2.179852057985093,-2.411279757143417,21.741144124585638
-2.264947456945475,-2.6893486938940865,20.858863217877673
-2.3959294115406022,-3.012369561637499,20.032160769924126
-2.574183381074151,-3.387920093088817,19.26392273826348
-2.8033150474188453,-3.824662661626215,18.558333370052942
-3.086943356740885,-4.333517998100369,17.922084300357103
-3.429759179069224,-4.926775844665439,17.364609675156235
-3.839678696312152,-5.6160810364693425,16.89882631016857
-4.324568826423816,-6.418630414510503,16.541083087416173
-4.8930107119516,-7.348208786205005,16.315408845833865
-5.554858774233692,-8.413329089521428,16.254161394560697
-6.321240713399322,-9.617232392981244,16.398027512939876
-7.200182651262894,-10.954222247651304,16.792569315406052
-8.193288948454256,-12.405794254893149,17.50112658913646
-9.301607407915345,-13.932732270488108,18.601653444142386
-10.505796340949473,-15.451574790754297,20.15035681333005
-11.765200552913644,-16.8337228360164,22.180411987119406
-13.01826606333938,-17.90692002261077,24.701462822412555
-14.18074825954024,-18.48151198085883,27.64651712726124
-15.130580216794677,-18.359766076795264,30.814427728294618
-15.751485939310076,-17.43953481957041,33.945200405631084
-15.942659194560092,-15.73668916464021,36.728938286023045
-15.638143162776657,-13.40317803548913,38.84155790260358
-14.850161562609447,-10.79627383310169,40.13357008992591
-13.65115087888926,-8.22071605403845,40.58052626227224
-12.168406858495748,-5.873268541957048,40.25672783308336
-10.541008614072402,-3.9234690864028856,39.359266308159675
-8.89897299727587,-2.45261642461469,38.088510641338864
-7.348124236907316,-1.4314561835784234,36.616491979747245
-5.9572137244759835,-0.7642257065803955,35.09034761430457
-4.75884447063024,-0.36729330598155585,33.56567044445817
-3.759594634845109,-0.16293830540850696,32.079066158180865
-2.9523753873454064,-0.08471419345233344,30.64848290751204
-2.3164291163171793,-0.08399029271975962,29.278452405764543
-1.8270268525260558,-0.12890052465748342,27.96973057664926
-1.4592730994938647,-0.1978827329521944,26.720568676268847
-1.1888944763884348,-0.27879661183000315,25.52819783637031
-0.9973782384705916,-0.36462697817147416,24.389880846765678
-0.8680427049428125,-0.45265683962266956,23.303074754144237
-0.786227445203479,-0.5435202497431258,22.265458996335767
-0.7432895969933792,-0.6382403115232489,21.275005115154134
-0.7319917224596233,-0.7392998874430492,20.329856250249133
-0.7460821382076418,-0.8505713603947416,19.4283561180492
-0.7831748936165754,-0.9754467794964735,18.56905573493606
-0.8420314736608038,-1.1180278149908922,17.750738342287438
-0.9217785325323957,-1.2835941544716212,16.972500481128257
-1.023495167601846,-1.4777002501144094,16.23376962073913
-1.1496574256988685,-1.7065717918877414,15.53439610669955
-1.3034544839764464,-1.9779581719833579,14.874996651690212
-1.4892509951266069,-2.300904215979424,14.257176629465118
-1.7135507683550577,-2.6854623329100407,13.683698630797117
-1.9814748393075885,-3.145699996187675,13.15779832350197
-2.300680164592585,-3.697564909225602,12.68647077975781
-2.681960473366365,-4.35852028666088,12.280835751416632
-3.139246267333376,-5.147544854354699,11.956137670003983
-3.6887098563764424,-6.0822503977521345,11.73368546561025
-4.345363234646049,-7.186947964193481,11.644441506472816
-5.126180533356732,-8.500426663135048,11.726913862277968
-6.04780640471288,-10.041107582711094,12.040661511026112
-7.126262745760947,-11.804887235513341,12.66726118407758
-8.376948698389048,-13.765137558590297,13.7103073661523
-9.806271076493447,-15.869835162187517,15.285985067624733
-11.388960164856153,-17.99373157845523,17.525495584148185
-13.07938024895172,-19.915332189403443,20.543323150624623
-14.774297966296896,-21.335198257461386,24.329456582317206
-16.312371349550016,-21.878585943069094,28.745104833242976
-17.49815640695956,-21.203841097261915,33.441028541074125
-18.10729401379973,-19.200728370700375,37.812539203073264
-17.995038032610648,-16.02106385848229,41.313013328777835
-17.111965181588676,-12.10514565200787,43.50011592573547
-15.543956548891709,-8.12533425850857,44.26563359262306
-13.485377681959797,-4.604153381416891,43.80855418690931
-11.183904984904789,-1.831626640471144,42.48813976204571
-8.873810450448044,0.13062285714831434,40.71722804443179
-6.726203805225243,1.3794270532573991,38.78475098711749
-4.842042957837405,2.102429653199525,36.87976669786218
-3.2582923782683886,2.4682870521626854,35.07641034832043
-1.9709842974427372,2.6108752711304573,33.3972693076045
-0.9527147052855183,2.6322610477028556,31.83945000719502
-0.16134005812376584,2.600147780485077,30.389631370034504
0.44445058279626815,2.557988681928087,29.033627932050816
0.9070740524454042,2.534457114718489,27.760326265852953
1.2685656765448328,2.5444446648020937,26.561365703502176
1.5574504554555397,2.5963290312478002,25.430279175435327
1.7965200681551172,2.6960481190360626,24.363487101382606
2.0101815891019625,2.845991070733703,23.35803137631215
2.218052220998268,3.047843597856638,22.41267638014798
2.4304405758309477,3.306380204852406,21.528543429365445
2.6590962058262506,3.6261839113746,20.707572327577342
2.916608550695176,4.011907478466275,19.952913574921123
3.2114068970905474,4.4714123688771545,19.270160416703582
3.5508675863386165,5.0144855251705565,18.66764603017358
3.9449392944662742,5.65044151605991,18.156759793440294
4.40554453598849,6.387716421920238,17.752256758143016
4.941486101386065,7.237369100526221,17.47477671999356
5.560348391443096,8.211139688558655,17.35197686747402
6.270134983069777,9.311477306998157,17.418840463882905
7.079207013364565,10.531044045394133,17.717727226720335
7.989915575915591,11.851233544621989,18.290681769465635
8.995629619318752,13.234939269636715,19.19676683208068
10.091010454830323,14.617595592400226,20.510727218707764
11.24733971276026,15.900771067137232,22.26547192625054
12.411516101382423,16.951979969750816,24.450243313463435
13.506055406934117,17.604682297821817,27.010617100951148
