index,date,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,cnt,day_night
107,2011-01-05,0,0,1,15,0,3,1,1,0.3,0.28,0.194,62,1
108,2011-01-05,0,0,1,16,0,3,1,1,0.3,0.28,0.0896,89,1
109,2011-01-05,0,0,1,17,0,3,1,1,0.24,0.38,0.194,190,1
110,2011-01-05,0,0,1,18,0,3,1,1,0.24,0.38,0.1343,169,1
111,2011-01-05,0,0,1,19,0,3,1,1,0.24,0.38,0.1045,132,1
112,2011-01-05,0,0,1,20,0,3,1,1,0.22,0.47,0.1642,89,1
113,2011-01-05,0,0,1,21,0,3,1,1,0.2,0.51,0.194,43,1
114,2011-01-05,0,0,1,22,0,3,1,1,0.18,0.55,0.1343,42,0
115,2011-01-05,0,0,1,23,0,3,1,1,0.2,0.47,0.0,19,0
116,2011-01-06,0,0,1,0,0,4,1,1,0.18,0.55,0.0,11,0
117,2011-01-06,0,0,1,1,0,4,1,1,0.16,0.64,0.0,4,0
118,2011-01-06,0,0,1,2,0,4,1,1,0.16,0.64,0.0,2,0
119,2011-01-06,0,0,1,4,0,4,1,2,0.16,0.64,0.0896,1,0
120,2011-01-06,0,0,1,5,0,4,1,2,0.14,0.69,0.0896,4,0
121,2011-01-06,0,0,1,6,0,4,1,2,0.14,0.63,0.1045,36,1
122,2011-01-06,0,0,1,7,0,4,1,2,0.16,0.59,0.0,95,1
123,2011-01-06,0,0,1,8,0,4,1,1,0.16,0.59,0.0,219,1
124,2011-01-06,0,0,1,9,0,4,1,2,0.18,0.51,0.0,122,1
125,2011-01-06,0,0,1,10,0,4,1,1,0.2,0.47,0.0,45,1
126,2011-01-06,0,0,1,11,0,4,1,1,0.22,0.44,0.0896,59,1
127,2011-01-06,0,0,1,12,0,4,1,1,0.26,0.35,0.0,84,1
128,2011-01-06,0,0,1,13,0,4,1,1,0.26,0.35,0.1045,67,1
129,2011-01-06,0,0,1,14,0,4,1,1,0.28,0.36,0.1642,70,1
130,2011-01-06,0,0,1,15,0,4,1,1,0.28,0.36,0.0,62,1
131,2011-01-06,0,0,1,16,0,4,1,1,0.26,0.38,0.1642,86,1
132,2011-01-06,0,0,1,17,0,4,1,1,0.22,0.51,0.1642,172,1
133,2011-01-06,0,0,1,18,0,4,1,1,0.22,0.51,0.1343,163,1
134,2011-01-06,0,0,1,19,0,4,1,1,0.22,0.55,0.0896,112,1
135,2011-01-06,0,0,1,20,0,4,1,1,0.2,0.51,0.1642,69,1
136,2011-01-06,0,0,1,21,0,4,1,2,0.22,0.55,0.2239,48,1
137,2011-01-06,0,0,1,22,0,4,1,2,0.22,0.51,0.2836,52,0
138,2011-01-06,0,0,1,23,0,4,1,2,0.2,0.59,0.194,23,0
139,2011-01-07,0,0,1,0,0,5,1,2,0.2,0.64,0.194,17,0
140,2011-01-07,0,0,1,1,0,5,1,2,0.2,0.69,0.2239,7,0
141,2011-01-07,0,0,1,2,0,5,1,2,0.2,0.69,0.2239,1,0
142,2011-01-07,0,0,1,4,0,5,1,2,0.2,0.69,0.1343,1,0
143,2011-01-07,0,0,1,5,0,5,1,3,0.22,0.55,0.0,5,0
144,2011-01-07,0,0,1,6,0,5,1,2,0.2,0.69,0.0,34,1
145,2011-01-07,0,0,1,7,0,5,1,1,0.2,0.69,0.1343,84,1
146,2011-01-07,0,0,1,8,0,5,1,1,0.2,0.51,0.2537,210,1
147,2011-01-07,0,0,1,9,0,5,1,1,0.2,0.47,0.2985,134,1
148,2011-01-07,0,0,1,10,0,5,1,1,0.22,0.37,0.3284,63,1
149,2011-01-07,0,0,1,11,0,5,1,2,0.2,0.4,0.2239,67,1
150,2011-01-07,0,0,1,12,0,5,1,2,0.2,0.37,0.2537,59,1
151,2011-01-07,0,0,1,13,0,5,1,2,0.2,0.37,0.2836,73,1
152,2011-01-07,0,0,1,14,0,5,1,2,0.2,0.4,0.2537,50,1
153,2011-01-07,0,0,1,15,0,5,1,2,0.2,0.37,0.1642,72,1
154,2011-01-07,0,0,1,16,0,5,1,2,0.2,0.37,0.1642,87,1
155,2011-01-07,0,0,1,17,0,5,1,2,0.2,0.37,0.0,187,1
156,2011-01-07,0,0,1,18,0,5,1,1,0.2,0.4,0.0896,123,1
157,2011-01-07,0,0,1,19,0,5,1,1,0.16,0.55,0.0896,95,1
158,2011-01-07,0,0,1,20,0,5,1,1,0.18,0.47,0.1045,51,1
159,2011-01-07,0,0,1,21,0,5,1,1,0.18,0.47,0.1343,39,1
160,2011-01-07,0,0,1,22,0,5,1,2,0.18,0.43,0.1642,36,0
161,2011-01-07,0,0,1,23,0,5,1,2,0.18,0.51,0.1642,15,0
162,2011-01-08,0,0,1,0,0,6,0,2,0.18,0.51,0.1642,25,0
163,2011-01-08,0,0,1,1,0,6,0,2,0.18,0.55,0.0896,16,0
164,2011-01-08,0,0,1,2,0,6,0,2,0.18,0.55,0.0,16,0
165,2011-01-08,0,0,1,3,0,6,0,3,0.18,0.55,0.1642,7,0
166,2011-01-08,0,0,1,4,0,6,0,3,0.18,0.55,0.1642,1,0
167,2011-01-08,0,0,1,5,0,6,0,2,0.16,0.74,0.1642,5,0
168,2011-01-08,0,0,1,6,0,6,0,2,0.16,0.74,0.1642,2,1
169,2011-01-08,0,0,1,7,0,6,0,2,0.16,0.74,0.1045,9,1
170,2011-01-08,0,0,1,8,0,6,0,3,0.16,0.93,0.1045,15,1
171,2011-01-08,0,0,1,9,0,6,0,3,0.16,0.93,0.1045,20,1
172,2011-01-08,0,0,1,10,0,6,0,2,0.18,0.8,0.1642,61,1
173,2011-01-08,0,0,1,11,0,6,0,2,0.2,0.69,0.3881,62,1
174,2011-01-08,0,0,1,12,0,6,0,2,0.2,0.59,0.3582,98,1
175,2011-01-08,0,0,1,13,0,6,0,1,0.2,0.44,0.3284,102,1
176,2011-01-08,0,0,1,14,0,6,0,1,0.2,0.32,0.4925,95,1
177,2011-01-08,0,0,1,15,0,6,0,1,0.2,0.32,0.4478,74,1
178,2011-01-08,0,0,1,16,0,6,0,1,0.18,0.29,0.4478,76,1
179,2011-01-08,0,0,1,17,0,6,0,1,0.16,0.37,0.5522,69,1
180,2011-01-08,0,0,1,18,0,6,0,1,0.14,0.39,0.2985,55,1
181,2011-01-08,0,0,1,19,0,6,0,1,0.14,0.36,0.2537,30,1
182,2011-01-08,0,0,1,20,0,6,0,1,0.12,0.36,0.2537,28,1
183,2011-01-08,0,0,1,21,0,6,0,1,0.12,0.39,0.3582,37,1
184,2011-01-08,0,0,1,22,0,6,0,1,0.12,0.36,0.3881,34,0
185,2011-01-08,0,0,1,23,0,6,0,1,0.1,0.39,0.4478,22,0
186,2011-01-09,0,0,1,0,0,0,0,1,0.1,0.42,0.3881,25,0
187,2011-01-09,0,0,1,1,0,0,0,1,0.1,0.42,0.4627,12,0
188,2011-01-09,0,0,1,2,0,0,0,1,0.1,0.46,0.4627,11,0
189,2011-01-09,0,0,1,3,0,0,0,1,0.1,0.46,0.4179,4,0
190,2011-01-09,0,0,1,4,0,0,0,1,0.08,0.53,0.194,1,0
191,2011-01-09,0,0,1,5,0,0,0,1,0.08,0.53,0.194,1,0
192,2011-01-09,0,0,1,6,0,0,0,1,0.1,0.49,0.2836,1,1
193,2011-01-09,0,0,1,7,0,0,0,1,0.08,0.53,0.194,6,1
194,2011-01-09,0,0,1,8,0,0,0,1,0.1,0.49,0.2836,10,1
195,2011-01-09,0,0,1,9,0,0,0,1,0.12,0.46,0.5224,19,1
196,2011-01-09,0,0,1,10,0,0,0,1,0.14,0.43,0.3881,49,1
197,2011-01-09,0,0,1,11,0,0,0,1,0.16,0.4,0.5224,49,1
198,2011-01-09,0,0,1,12,0,0,0,1,0.18,0.37,0.4478,83,1
199,2011-01-09,0,0,1,13,0,0,0,1,0.2,0.34,0.4478,75,1
200,2011-01-09,0,0,1,14,0,0,0,1,0.22,0.32,0.4627,72,1
201,2011-01-09,0,0,1,15,0,0,0,1,0.22,0.35,0.3582,82,1
202,2011-01-09,0,0,1,16,0,0,0,1,0.2,0.34,0.4478,92,1
203,2011-01-09,0,0,1,17,0,0,0,1,0.18,0.37,0.3881,62,1
204,2011-01-09,0,0,1,18,0,0,0,1,0.16,0.4,0.3284,48,1
205,2011-01-09,0,0,1,19,0,0,0,1,0.16,0.43,0.3284,41,1
206,2011-01-09,0,0,1,20,0,0,0,1,0.14,0.46,0.2537,38,1
207,2011-01-09,0,0,1,21,0,0,0,1,0.14,0.46,0.4179,20,1
208,2011-01-09,0,0,1,22,0,0,0,1,0.14,0.46,0.2985,15,0
209,2011-01-09,0,0,1,23,0,0,0,1,0.12,0.5,0.194,6,0
210,2011-01-10,0,0,1,0,0,1,1,1,0.12,0.5,0.2836,5,0
211,2011-01-10,0,0,1,1,0,1,1,1,0.12,0.5,0.2836,1,0
212,2011-01-10,0,0,1,2,0,1,1,1,0.12,0.5,0.2239,3,0
213,2011-01-10,0,0,1,3,0,1,1,1,0.12,0.5,0.2239,1,0
214,2011-01-10,0,0,1,4,0,1,1,1,0.1,0.54,0.1343,3,0
215,2011-01-10,0,0,1,5,0,1,1,1,0.1,0.54,0.2537,3,0
216,2011-01-10,0,0,1,6,0,1,1,1,0.12,0.5,0.2836,31,1
217,2011-01-10,0,0,1,7,0,1,1,1,0.12,0.5,0.2239,77,1
218,2011-01-10,0,0,1,8,0,1,1,2,0.12,0.5,0.2836,188,1
219,2011-01-10,0,0,1,9,0,1,1,2,0.14,0.5,0.2537,94,1
220,2011-01-10,0,0,1,10,0,1,1,2,0.14,0.5,0.2985,31,1
221,2011-01-10,0,0,1,11,0,1,1,2,0.16,0.47,0.2836,30,1
222,2011-01-10,0,0,1,12,0,1,1,2,0.2,0.4,0.2836,52,1
223,2011-01-10,0,0,1,13,0,1,1,2,0.2,0.4,0.2836,54,1
224,2011-01-10,0,0,1,14,0,1,1,2,0.2,0.4,0.2239,47,1
225,2011-01-10,0,0,1,15,0,1,1,2,0.2,0.4,0.2239,45,1
226,2011-01-10,0,0,1,16,0,1,1,1,0.2,0.4,0.1343,74,1
227,2011-01-10,0,0,1,17,0,1,1,1,0.2,0.4,0.1045,178,1
228,2011-01-10,0,0,1,18,0,1,1,1,0.2,0.4,0.2239,155,1
229,2011-01-10,0,0,1,19,0,1,1,1,0.16,0.47,0.1642,95,1
230,2011-01-10,0,0,1,20,0,1,1,1,0.16,0.5,0.1642,74,1
231,2011-01-10,0,0,1,21,0,1,1,1,0.14,0.59,0.194,38,1
232,2011-01-10,0,0,1,22,0,1,1,1,0.14,0.59,0.1642,24,0
233,2011-01-10,0,0,1,23,0,1,1,1,0.14,0.59,0.1642,18,0
234,2011-01-11,0,0,1,0,0,2,1,1,0.14,0.59,0.1045,12,0
235,2011-01-11,0,0,1,1,0,2,1,1,0.14,0.59,0.1642,3,0
236,2011-01-11,0,0,1,2,0,2,1,2,0.16,0.55,0.194,3,0
237,2011-01-11,0,0,1,5,0,2,1,2,0.16,0.55,0.1343,6,0
238,2011-01-11,0,0,1,6,0,2,1,2,0.16,0.55,0.1343,27,1
239,2011-01-11,0,0,1,7,0,2,1,2,0.16,0.55,0.0,99,1
240,2011-01-11,0,0,1,8,0,2,1,2,0.18,0.51,0.0896,217,1
241,2011-01-11,0,0,1,9,0,2,1,2,0.18,0.51,0.1642,130,1
242,2011-01-11,0,0,1,10,0,2,1,2,0.2,0.51,0.1642,54,1
243,2011-01-11,0,0,1,11,0,2,1,2,0.2,0.47,0.1343,35,1
244,2011-01-11,0,0,1,12,0,2,1,2,0.2,0.51,0.1045,57,1
245,2011-01-11,0,0,1,13,0,2,1,2,0.2,0.59,0.0896,52,1
246,2011-01-11,0,0,1,14,0,2,1,2,0.2,0.59,0.0896,63,1
247,2011-01-11,0,0,1,15,0,2,1,2,0.16,0.8,0.0896,47,1
248,2011-01-11,0,0,1,16,0,2,1,2,0.16,0.86,0.2239,76,1
249,2011-01-11,0,0,1,17,0,2,1,2,0.16,0.86,0.2239,136,1
250,2011-01-11,0,0,1,18,0,2,1,3,0.16,0.93,0.1045,95,1
251,2011-01-11,0,0,1,19,0,2,1,3,0.16,0.93,0.0,51,1
252,2011-01-11,0,0,1,20,0,2,1,3,0.16,0.93,0.194,32,1
253,2011-01-11,0,0,1,21,0,2,1,3,0.16,0.86,0.0896,20,1
254,2011-01-11,0,0,1,22,0,2,1,3,0.16,0.93,0.1045,29,0
255,2011-01-11,0,0,1,23,0,2,1,3,0.16,0.93,0.0896,19,0
256,2011-01-12,0,0,1,0,0,3,1,2,0.16,0.86,0.0896,7,0
257,2011-01-12,0,0,1,1,0,3,1,2,0.16,0.86,0.1045,6,0
258,2011-01-12,0,0,1,2,0,3,1,1,0.14,0.86,0.1343,1,0
259,2011-01-12,0,0,1,5,0,3,1,1,0.14,0.86,0.1642,5,0
260,2011-01-12,0,0,1,6,0,3,1,1,0.12,0.93,0.1343,16,1
261,2011-01-12,0,0,1,7,0,3,1,1,0.14,0.69,0.1343,54,1
262,2011-01-12,0,0,1,8,0,3,1,1,0.16,0.59,0.1642,128,1
263,2011-01-12,0,0,1,9,0,3,1,1,0.16,0.59,0.3284,81,1
264,2011-01-12,0,0,1,10,0,3,1,1,0.18,0.55,0.2239,39,1
265,2011-01-12,0,0,1,11,0,3,1,1,0.2,0.51,0.3881,35,1
266,2011-01-12,0,0,1,12,0,3,1,1,0.2,0.47,0.5821,55,1
267,2011-01-12,0,0,1,13,0,3,1,1,0.22,0.44,0.3582,49,1
268,2011-01-12,0,0,1,14,0,3,1,1,0.2,0.47,0.3284,44,1
269,2011-01-12,0,0,1,15,0,3,1,1,0.2,0.47,0.4179,49,1
270,2011-01-12,0,0,1,16,0,3,1,1,0.22,0.44,0.3284,68,1
271,2011-01-12,0,0,1,17,0,3,1,1,0.2,0.47,0.3582,139,1
272,2011-01-12,0,0,1,18,0,3,1,1,0.2,0.47,0.5224,137,1
273,2011-01-12,0,0,1,19,0,3,1,1,0.18,0.47,0.4179,83,1
274,2011-01-12,0,0,1,20,0,3,1,1,0.16,0.5,0.3284,56,1
275,2011-01-12,0,0,1,21,0,3,1,1,0.16,0.55,0.3284,57,1
276,2011-01-12,0,0,1,22,0,3,1,1,0.16,0.55,0.4478,33,0
277,2011-01-12,0,0,1,23,0,3,1,1,0.14,0.59,0.4179,20,0
278,2011-01-13,0,0,1,0,0,4,1,1,0.14,0.59,0.2836,7,0
279,2011-01-13,0,0,1,1,0,4,1,1,0.14,0.5,0.2836,2,0
280,2011-01-13,0,0,1,2,0,4,1,1,0.14,0.5,0.3582,2,0
281,2011-01-13,0,0,1,3,0,4,1,1,0.14,0.5,0.3284,3,0
282,2011-01-13,0,0,1,4,0,4,1,1,0.14,0.5,0.2537,4,0
283,2011-01-13,0,0,1,5,0,4,1,1,0.14,0.5,0.2985,3,0
284,2011-01-13,0,0,1,6,0,4,1,1,0.12,0.54,0.1343,28,1
285,2011-01-13,0,0,1,7,0,4,1,1,0.12,0.54,0.1343,72,1
286,2011-01-13,0,0,1,8,0,4,1,1,0.14,0.5,0.194,202,1
287,2011-01-13,0,0,1,9,0,4,1,1,0.14,0.5,0.3284,139,1
288,2011-01-13,0,0,1,10,0,4,1,2,0.16,0.5,0.3582,38,1
289,2011-01-13,0,0,1,11,0,4,1,2,0.2,0.44,0.4478,37,1
290,2011-01-13,0,0,1,12,0,4,1,1,0.2,0.44,0.4179,52,1
291,2011-01-13,0,0,1,13,0,4,1,1,0.22,0.41,0.4478,83,1
292,2011-01-13,0,0,1,14,0,4,1,1,0.22,0.41,0.3881,42,1
293,2011-01-13,0,0,1,15,0,4,1,1,0.24,0.38,0.2985,60,1
294,2011-01-13,0,0,1,16,0,4,1,1,0.24,0.38,0.3582,78,1
295,2011-01-13,0,0,1,17,0,4,1,1,0.2,0.4,0.2836,162,1
296,2011-01-13,0,0,1,18,0,4,1,1,0.2,0.4,0.3284,144,1
297,2011-01-13,0,0,1,19,0,4,1,1,0.16,0.47,0.2537,99,1
298,2011-01-13,0,0,1,20,0,4,1,1,0.16,0.47,0.2239,64,1
299,2011-01-13,0,0,1,21,0,4,1,1,0.14,0.46,0.2985,40,1
300,2011-01-13,0,0,1,22,0,4,1,1,0.14,0.46,0.3284,30,0
301,2011-01-13,0,0,1,23,0,4,1,1,0.12,0.5,0.194,15,0
302,2011-01-14,0,0,1,0,0,5,1,1,0.12,0.5,0.194,14,0
303,2011-01-14,0,0,1,1,0,5,1,1,0.1,0.54,0.1642,5,0
304,2011-01-14,0,0,1,2,0,5,1,1,0.1,0.54,0.1343,1,0
305,2011-01-14,0,0,1,3,0,5,1,1,0.1,0.54,0.1045,1,0
306,2011-01-14,0,0,1,5,0,5,1,1,0.1,0.54,0.0896,8,0
307,2011-01-14,0,0,1,6,0,5,1,1,0.1,0.54,0.0,17,1
308,2011-01-14,0,0,1,7,0,5,1,1,0.1,0.74,0.1642,70,1
309,2011-01-14,0,0,1,8,0,5,1,1,0.12,0.68,0.0,158,1
310,2011-01-14,0,0,1,9,0,5,1,1,0.14,0.69,0.1343,117,1
311,2011-01-14,0,0,1,10,0,5,1,1,0.18,0.55,0.194,44,1
312,2011-01-14,0,0,1,11,0,5,1,1,0.18,0.51,0.2836,53,1
313,2011-01-14,0,0,1,12,0,5,1,1,0.2,0.44,0.2537,61,1
314,2011-01-14,0,0,1,13,0,5,1,1,0.22,0.37,0.3881,77,1
315,2011-01-14,0,0,1,14,0,5,1,1,0.22,0.41,0.2836,64,1
316,2011-01-14,0,0,1,15,0,5,1,1,0.24,0.38,0.1642,68,1
317,2011-01-14,0,0,1,16,0,5,1,1,0.22,0.41,0.1045,90,1
318,2011-01-14,0,0,1,17,0,5,1,1,0.22,0.41,0.1642,159,1
319,2011-01-14,0,0,1,18,0,5,1,1,0.2,0.47,0.0,139,1
320,2011-01-14,0,0,1,19,0,5,1,1,0.16,0.59,0.0896,92,1
321,2011-01-14,0,0,1,20,0,5,1,1,0.18,0.59,0.0,68,1
322,2011-01-14,0,0,1,21,0,5,1,1,0.16,0.69,0.0,52,1
323,2011-01-14,0,0,1,22,0,5,1,2,0.16,0.69,0.0,36,0
324,2011-01-14,0,0,1,23,0,5,1,2,0.18,0.55,0.0,27,0
325,2011-01-15,0,0,1,0,0,6,0,1,0.18,0.55,0.0,28,0
326,2011-01-15,0,0,1,1,0,6,0,2,0.16,0.59,0.0896,20,0
327,2011-01-15,0,0,1,2,0,6,0,2,0.16,0.59,0.0896,12,0
328,2011-01-15,0,0,1,3,0,6,0,2,0.16,0.59,0.0,8,0
329,2011-01-15,0,0,1,4,0,6,0,2,0.16,0.59,0.0,5,0
330,2011-01-15,0,0,1,5,0,6,0,1,0.16,0.59,0.0,1,0
331,2011-01-15,0,0,1,6,0,6,0,1,0.14,0.63,0.1045,3,1
332,2011-01-15,0,0,1,7,0,6,0,1,0.14,0.63,0.0,10,1
