,index,date,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,cnt
8671,8672,2012-01-02,0,1,1,2,1,1,0,1,0.36,0.34,0.4478,7
8672,8673,2012-01-02,0,1,1,4,1,1,0,1,0.28,0.45,0.3284,4
8673,8674,2012-01-02,0,1,1,5,1,1,0,1,0.28,0.45,0.3284,4
8674,8675,2012-01-02,0,1,1,6,1,1,0,1,0.26,0.41,0.3881,14
8675,8676,2012-01-02,0,1,1,7,1,1,0,1,0.24,0.32,0.3881,16
8676,8677,2012-01-02,0,1,1,8,1,1,0,1,0.24,0.35,0.2537,53
8677,8678,2012-01-02,0,1,1,9,1,1,0,1,0.24,0.35,0.0,68
8678,8679,2012-01-02,0,1,1,10,1,1,0,1,0.26,0.35,0.2836,109
8679,8680,2012-01-02,0,1,1,11,1,1,0,1,0.26,0.35,0.4925,175
8680,8681,2012-01-02,0,1,1,12,1,1,0,1,0.28,0.36,0.2537,202
8681,8682,2012-01-02,0,1,1,13,1,1,0,1,0.3,0.36,0.2985,176
8682,8683,2012-01-02,0,1,1,14,1,1,0,1,0.3,0.36,0.4179,151
8683,8684,2012-01-02,0,1,1,15,1,1,0,1,0.28,0.38,0.4478,168
8684,8685,2012-01-02,0,1,1,16,1,1,0,1,0.26,0.35,0.4179,154
8685,8686,2012-01-02,0,1,1,17,1,1,0,1,0.26,0.35,0.3881,153
8686,8687,2012-01-02,0,1,1,18,1,1,0,1,0.26,0.33,0.2537,126
8687,8688,2012-01-02,0,1,1,19,1,1,0,1,0.24,0.38,0.2239,93
8688,8689,2012-01-02,0,1,1,20,1,1,0,1,0.24,0.41,0.2239,88
8689,8690,2012-01-02,0,1,1,21,1,1,0,2,0.24,0.41,0.3284,66
8690,8691,2012-01-02,0,1,1,22,1,1,0,2,0.22,0.44,0.2836,39
8691,8692,2012-01-02,0,1,1,23,1,1,0,1,0.22,0.44,0.2537,34
8692,8693,2012-01-03,0,1,1,0,0,2,1,1,0.2,0.51,0.2537,13
8693,8694,2012-01-03,0,1,1,1,0,2,1,1,0.18,0.55,0.2239,6
8694,8695,2012-01-03,0,1,1,2,0,2,1,1,0.18,0.51,0.2537,3
8695,8696,2012-01-03,0,1,1,3,0,2,1,1,0.16,0.55,0.2836,2
8696,8697,2012-01-03,0,1,1,4,0,2,1,1,0.16,0.55,0.2537,5
8697,8698,2012-01-03,0,1,1,5,0,2,1,1,0.14,0.54,0.194,12
8698,8699,2012-01-03,0,1,1,6,0,2,1,1,0.14,0.59,0.2836,85
8699,8700,2012-01-03,0,1,1,7,0,2,1,1,0.14,0.59,0.2537,170
8700,8701,2012-01-03,0,1,1,8,0,2,1,1,0.16,0.55,0.2836,354
8701,8702,2012-01-03,0,1,1,9,0,2,1,1,0.16,0.5,0.2836,153
8702,8703,2012-01-03,0,1,1,10,0,2,1,1,0.16,0.47,0.4627,60
8703,8704,2012-01-03,0,1,1,11,0,2,1,1,0.18,0.37,0.5224,75
8704,8705,2012-01-03,0,1,1,12,0,2,1,1,0.18,0.37,0.5224,74
8705,8706,2012-01-03,0,1,1,13,0,2,1,1,0.18,0.34,0.6567,73
8706,8707,2012-01-03,0,1,1,14,0,2,1,1,0.16,0.43,0.5224,79
8707,8708,2012-01-03,0,1,1,15,0,2,1,1,0.16,0.37,0.4179,77
8708,8709,2012-01-03,0,1,1,16,0,2,1,1,0.14,0.39,0.5821,136
8709,8710,2012-01-03,0,1,1,17,0,2,1,1,0.14,0.26,0.4627,245
8710,8711,2012-01-03,0,1,1,18,0,2,1,1,0.14,0.26,0.5224,224
8711,8712,2012-01-03,0,1,1,19,0,2,1,1,0.12,0.28,0.4179,156
8712,8713,2012-01-03,0,1,1,20,0,2,1,1,0.12,0.33,0.2537,115
8713,8714,2012-01-03,0,1,1,21,0,2,1,1,0.1,0.36,0.2239,68
8714,8715,2012-01-03,0,1,1,22,0,2,1,1,0.1,0.46,0.2537,33
8715,8716,2012-01-03,0,1,1,23,0,2,1,1,0.1,0.46,0.3881,18
8716,8717,2012-01-04,0,1,1,0,0,3,1,1,0.08,0.42,0.3284,9
8717,8718,2012-01-04,0,1,1,1,0,3,1,1,0.04,0.38,0.2985,3
8718,8719,2012-01-04,0,1,1,2,0,3,1,1,0.02,0.34,0.2836,1
8719,8720,2012-01-04,0,1,1,3,0,3,1,1,0.02,0.34,0.2836,1
8720,8721,2012-01-04,0,1,1,4,0,3,1,1,0.02,0.41,0.194,2
8721,8722,2012-01-04,0,1,1,5,0,3,1,1,0.02,0.41,0.194,14
8722,8723,2012-01-04,0,1,1,6,0,3,1,1,0.02,0.41,0.1642,59
8723,8724,2012-01-04,0,1,1,7,0,3,1,1,0.02,0.44,0.194,152
8724,8725,2012-01-04,0,1,1,8,0,3,1,1,0.02,0.44,0.1343,315
8725,8726,2012-01-04,0,1,1,9,0,3,1,1,0.04,0.45,0.1343,180
8726,8727,2012-01-04,0,1,1,10,0,3,1,1,0.06,0.45,0.0,64
8727,8728,2012-01-04,0,1,1,11,0,3,1,2,0.08,0.42,0.0896,46
8728,8729,2012-01-04,0,1,1,12,0,3,1,2,0.1,0.46,0.194,84
8729,8730,2012-01-04,0,1,1,13,0,3,1,2,0.14,0.43,0.2537,91
8730,8731,2012-01-04,0,1,1,14,0,3,1,2,0.14,0.46,0.2537,75
8731,8732,2012-01-04,0,1,1,15,0,3,1,2,0.18,0.37,0.3284,90
8732,8733,2012-01-04,0,1,1,16,0,3,1,2,0.18,0.4,0.2836,131
8733,8734,2012-01-04,0,1,1,17,0,3,1,2,0.2,0.4,0.194,281
8734,8735,2012-01-04,0,1,1,18,0,3,1,2,0.2,0.37,0.1343,289
8735,8736,2012-01-04,0,1,1,19,0,3,1,2,0.2,0.4,0.1045,184
8736,8737,2012-01-04,0,1,1,20,0,3,1,2,0.2,0.4,0.194,123
8737,8738,2012-01-04,0,1,1,21,0,3,1,2,0.2,0.44,0.0,90
8738,8739,2012-01-04,0,1,1,22,0,3,1,2,0.2,0.47,0.0896,52
8739,8740,2012-01-04,0,1,1,23,0,3,1,2,0.2,0.44,0.1045,32
8740,8741,2012-01-05,0,1,1,0,0,4,1,2,0.22,0.47,0.194,14
8741,8742,2012-01-05,0,1,1,1,0,4,1,1,0.2,0.51,0.0896,5
8742,8743,2012-01-05,0,1,1,2,0,4,1,1,0.2,0.51,0.0896,4
8743,8744,2012-01-05,0,1,1,3,0,4,1,1,0.2,0.61,0.0,4
8744,8745,2012-01-05,0,1,1,4,0,4,1,2,0.2,0.59,0.0896,5
8745,8746,2012-01-05,0,1,1,5,0,4,1,2,0.2,0.59,0.0896,26
8746,8747,2012-01-05,0,1,1,6,0,4,1,2,0.2,0.75,0.1343,78
8747,8748,2012-01-05,0,1,1,7,0,4,1,2,0.2,0.69,0.0896,215
8748,8749,2012-01-05,0,1,1,8,0,4,1,2,0.2,0.75,0.0,388
8749,8750,2012-01-05,0,1,1,9,0,4,1,2,0.22,0.69,0.0,227
8750,8751,2012-01-05,0,1,1,10,0,4,1,2,0.24,0.52,0.0896,86
8751,8752,2012-01-05,0,1,1,11,0,4,1,1,0.3,0.49,0.0,84
8752,8753,2012-01-05,0,1,1,12,0,4,1,1,0.3,0.49,0.2537,120
8753,8754,2012-01-05,0,1,1,13,0,4,1,1,0.34,0.42,0.2985,118
8754,8755,2012-01-05,0,1,1,14,0,4,1,1,0.34,0.39,0.2836,117
8755,8756,2012-01-05,0,1,1,15,0,4,1,1,0.36,0.34,0.2836,119
8756,8757,2012-01-05,0,1,1,16,0,4,1,1,0.36,0.34,0.2836,197
8757,8758,2012-01-05,0,1,1,17,0,4,1,2,0.36,0.34,0.194,412
8758,8759,2012-01-05,0,1,1,18,0,4,1,1,0.34,0.36,0.1642,383
8759,8760,2012-01-05,0,1,1,19,0,4,1,1,0.34,0.34,0.0896,265
8760,8761,2012-01-05,0,1,1,20,0,4,1,1,0.3,0.49,0.0,177
8761,8762,2012-01-05,0,1,1,21,0,4,1,1,0.26,0.6,0.1343,97
8762,8763,2012-01-05,0,1,1,22,0,4,1,1,0.26,0.6,0.1642,71
8763,8764,2012-01-05,0,1,1,23,0,4,1,1,0.24,0.7,0.1045,60
8764,8765,2012-01-06,0,1,1,0,0,5,1,1,0.22,0.75,0.0896,25
8765,8766,2012-01-06,0,1,1,1,0,5,1,1,0.22,0.75,0.0,8
8766,8767,2012-01-06,0,1,1,2,0,5,1,1,0.22,0.69,0.1642,5
8767,8768,2012-01-06,0,1,1,3,0,5,1,1,0.22,0.69,0.1045,4
8768,8769,2012-01-06,0,1,1,4,0,5,1,1,0.22,0.69,0.1343,3
8769,8770,2012-01-06,0,1,1,5,0,5,1,2,0.2,0.8,0.1343,13
8770,8771,2012-01-06,0,1,1,6,0,5,1,2,0.22,0.73,0.1045,70
8771,8772,2012-01-06,0,1,1,7,0,5,1,2,0.24,0.65,0.0,205
8772,8773,2012-01-06,0,1,1,8,0,5,1,1,0.24,0.7,0.1343,447
8773,8774,2012-01-06,0,1,1,9,0,5,1,1,0.24,0.7,0.1642,241
8774,8775,2012-01-06,0,1,1,10,0,5,1,1,0.26,0.65,0.194,116
8775,8776,2012-01-06,0,1,1,11,0,5,1,1,0.3,0.56,0.1642,138
8776,8777,2012-01-06,0,1,1,12,0,5,1,1,0.36,0.5,0.2537,191
8777,8778,2012-01-06,0,1,1,13,0,5,1,1,0.4,0.43,0.2836,204
8778,8779,2012-01-06,0,1,1,14,0,5,1,1,0.46,0.36,0.194,178
8779,8780,2012-01-06,0,1,1,15,0,5,1,1,0.52,0.27,0.2537,222
8780,8781,2012-01-06,0,1,1,16,0,5,1,1,0.52,0.27,0.2836,294
8781,8782,2012-01-06,0,1,1,17,0,5,1,1,0.46,0.36,0.2239,476
8782,8783,2012-01-06,0,1,1,18,0,5,1,1,0.5,0.29,0.2537,419
8783,8784,2012-01-06,0,1,1,19,0,5,1,1,0.46,0.33,0.2836,272
8784,8785,2012-01-06,0,1,1,20,0,5,1,1,0.42,0.41,0.194,177
8785,8786,2012-01-06,0,1,1,21,0,5,1,1,0.4,0.43,0.2239,154
8786,8787,2012-01-06,0,1,1,22,0,5,1,1,0.36,0.5,0.194,135
8787,8788,2012-01-06,0,1,1,23,0,5,1,1,0.36,0.5,0.0,101
8788,8789,2012-01-07,0,1,1,0,0,6,0,1,0.36,0.5,0.1642,79
8789,8790,2012-01-07,0,1,1,1,0,6,0,1,0.38,0.46,0.1642,62
8790,8791,2012-01-07,0,1,1,2,0,6,0,1,0.36,0.5,0.1045,38
8791,8792,2012-01-07,0,1,1,3,0,6,0,1,0.32,0.57,0.1045,20
8792,8793,2012-01-07,0,1,1,4,0,6,0,1,0.32,0.57,0.0896,10
8793,8794,2012-01-07,0,1,1,5,0,6,0,1,0.26,0.75,0.1045,9
8794,8795,2012-01-07,0,1,1,6,0,6,0,1,0.26,0.75,0.1045,7
8795,8796,2012-01-07,0,1,1,7,0,6,0,1,0.22,0.87,0.194,20
8796,8797,2012-01-07,0,1,1,8,0,6,0,1,0.24,0.75,0.1045,64
8797,8798,2012-01-07,0,1,1,9,0,6,0,1,0.22,0.8,0.1343,130
8798,8799,2012-01-07,0,1,1,10,0,6,0,1,0.28,0.75,0.0896,203
8799,8800,2012-01-07,0,1,1,11,0,6,0,1,0.34,0.57,0.2239,324
8800,8801,2012-01-07,0,1,1,12,0,6,0,1,0.4,0.43,0.2239,376
8801,8802,2012-01-07,0,1,1,13,0,6,0,1,0.44,0.44,0.194,445
8802,8803,2012-01-07,0,1,1,14,0,6,0,1,0.5,0.42,0.2836,512
8803,8804,2012-01-07,0,1,1,15,0,6,0,1,0.58,0.37,0.2985,449
8804,8805,2012-01-07,0,1,1,16,0,6,0,2,0.56,0.37,0.2836,401
8805,8806,2012-01-07,0,1,1,17,0,6,0,2,0.54,0.43,0.1343,322
8806,8807,2012-01-07,0,1,1,18,0,6,0,1,0.54,0.45,0.1343,297
8807,8808,2012-01-07,0,1,1,19,0,6,0,1,0.52,0.42,0.1045,215
8808,8809,2012-01-07,0,1,1,20,0,6,0,1,0.5,0.39,0.2537,170
8809,8810,2012-01-07,0,1,1,21,0,6,0,1,0.44,0.44,0.2239,140
8810,8811,2012-01-07,0,1,1,22,0,6,0,1,0.44,0.38,0.2537,109
8811,8812,2012-01-07,0,1,1,23,0,6,0,1,0.42,0.38,0.2239,119
8812,8813,2012-01-08,0,1,1,0,0,0,0,1,0.38,0.4,0.2836,91
8813,8814,2012-01-08,0,1,1,1,0,0,0,1,0.34,0.42,0.194,72
8814,8815,2012-01-08,0,1,1,2,0,0,0,1,0.36,0.37,0.2836,67
8815,8816,2012-01-08,0,1,1,3,0,0,0,1,0.34,0.42,0.1343,32
8816,8817,2012-01-08,0,1,1,4,0,0,0,1,0.32,0.49,0.2537,6
8817,8818,2012-01-08,0,1,1,5,0,0,0,2,0.32,0.49,0.1045,2
8818,8819,2012-01-08,0,1,1,6,0,0,0,2,0.3,0.52,0.0,2
8819,8820,2012-01-08,0,1,1,7,0,0,0,2,0.3,0.52,0.0,24
8820,8821,2012-01-08,0,1,1,8,0,0,0,1,0.3,0.52,0.1343,57
8821,8822,2012-01-08,0,1,1,9,0,0,0,1,0.32,0.53,0.1343,125
8822,8823,2012-01-08,0,1,1,10,0,0,0,1,0.34,0.49,0.1642,208
8823,8824,2012-01-08,0,1,1,11,0,0,0,1,0.36,0.46,0.2239,256
8824,8825,2012-01-08,0,1,1,12,0,0,0,1,0.38,0.43,0.2239,351
8825,8826,2012-01-08,0,1,1,13,0,0,0,1,0.4,0.37,0.2985,343
8826,8827,2012-01-08,0,1,1,14,0,0,0,1,0.4,0.4,0.194,328
8827,8828,2012-01-08,0,1,1,15,0,0,0,1,0.4,0.37,0.2836,330
8828,8829,2012-01-08,0,1,1,16,0,0,0,1,0.4,0.37,0.2985,314
8829,8830,2012-01-08,0,1,1,17,0,0,0,1,0.38,0.4,0.2239,219
8830,8831,2012-01-08,0,1,1,18,0,0,0,1,0.34,0.46,0.2239,181
8831,8832,2012-01-08,0,1,1,19,0,0,0,1,0.32,0.49,0.194,112
8832,8833,2012-01-08,0,1,1,20,0,0,0,1,0.3,0.52,0.1642,126
8833,8834,2012-01-08,0,1,1,21,0,0,0,1,0.28,0.56,0.2239,91
8834,8835,2012-01-08,0,1,1,22,0,0,0,1,0.26,0.6,0.1045,58
8835,8836,2012-01-08,0,1,1,23,0,0,0,1,0.26,0.56,0.2537,30
8836,8837,2012-01-09,0,1,1,0,0,1,1,1,0.24,0.6,0.2239,15
8837,8838,2012-01-09,0,1,1,1,0,1,1,1,0.24,0.6,0.1343,5
8838,8839,2012-01-09,0,1,1,2,0,1,1,1,0.24,0.56,0.1343,5
8839,8840,2012-01-09,0,1,1,3,0,1,1,1,0.24,0.52,0.1642,3
8840,8841,2012-01-09,0,1,1,4,0,1,1,1,0.22,0.64,0.1045,4
8841,8842,2012-01-09,0,1,1,5,0,1,1,2,0.2,0.64,0.0896,21
8842,8843,2012-01-09,0,1,1,6,0,1,1,2,0.22,0.6,0.1343,88
8843,8844,2012-01-09,0,1,1,7,0,1,1,2,0.22,0.6,0.1045,240
8844,8845,2012-01-09,0,1,1,8,0,1,1,2,0.22,0.55,0.0896,420
8845,8846,2012-01-09,0,1,1,9,0,1,1,2,0.22,0.64,0.0,197
8846,8847,2012-01-09,0,1,1,10,0,1,1,1,0.24,0.6,0.0,108
8847,8848,2012-01-09,0,1,1,11,0,1,1,2,0.26,0.56,0.0896,88
8848,8849,2012-01-09,0,1,1,12,0,1,1,2,0.26,0.56,0.1045,103
8849,8850,2012-01-09,0,1,1,13,0,1,1,2,0.26,0.56,0.1045,80
8850,8851,2012-01-09,0,1,1,14,0,1,1,3,0.22,0.75,0.1642,50
8851,8852,2012-01-09,0,1,1,15,0,1,1,3,0.22,0.75,0.1642,69
8852,8853,2012-01-09,0,1,1,16,0,1,1,3,0.22,0.87,0.0896,49
8853,8854,2012-01-09,0,1,1,17,0,1,1,3,0.22,0.87,0.0,152
8854,8855,2012-01-09,0,1,1,18,0,1,1,4,0.2,0.86,0.0896,164
8855,8856,2012-01-09,0,1,1,19,0,1,1,3,0.2,0.93,0.0896,190
8856,8857,2012-01-09,0,1,1,20,0,1,1,2,0.2,0.86,0.0896,132
8857,8858,2012-01-09,0,1,1,21,0,1,1,2,0.2,0.93,0.0,79
8858,8859,2012-01-09,0,1,1,22,0,1,1,2,0.2,0.92,0.1045,62
8859,8860,2012-01-09,0,1,1,23,0,1,1,2,0.22,0.87,0.1045,52
8860,8861,2012-01-10,0,1,1,0,0,2,1,2,0.22,0.87,0.1045,14
8861,8862,2012-01-10,0,1,1,1,0,2,1,2,0.22,0.93,0.1045,5
8862,8863,2012-01-10,0,1,1,2,0,2,1,2,0.22,0.87,0.1642,4
8863,8864,2012-01-10,0,1,1,4,0,2,1,2,0.2,0.86,0.1642,4
8864,8865,2012-01-10,0,1,1,5,0,2,1,1,0.4,0.47,0.2239,23
8865,8866,2012-01-10,0,1,1,6,0,2,1,2,0.18,0.93,0.194,79
8866,8867,2012-01-10,0,1,1,7,0,2,1,2,0.18,0.93,0.1642,222
8867,8868,2012-01-10,0,1,1,8,0,2,1,2,0.18,0.93,0.1642,471
8868,8869,2012-01-10,0,1,1,9,0,2,1,2,0.18,0.93,0.1642,195
8869,8870,2012-01-10,0,1,1,10,0,2,1,2,0.18,0.93,0.1642,83
8870,8871,2012-01-10,0,1,1,11,0,2,1,1,0.42,0.38,0.2985,101
8871,8872,2012-01-10,0,1,1,12,0,2,1,1,0.42,0.38,0.2985,140
8872,8873,2012-01-10,0,1,1,13,0,2,1,1,0.42,0.38,0.2985,178
8873,8874,2012-01-10,0,1,1,14,0,2,1,1,0.42,0.38,0.2985,106
8874,8875,2012-01-10,0,1,1,15,0,2,1,1,0.42,0.38,0.2985,136
8875,8876,2012-01-10,0,1,1,16,0,2,1,1,0.42,0.38,0.3582,240
8876,8877,2012-01-10,0,1,1,17,0,2,1,1,0.42,0.38,0.2537,460
8877,8878,2012-01-10,0,1,1,18,0,2,1,1,0.4,0.4,0.1045,385
8878,8879,2012-01-10,0,1,1,19,0,2,1,1,0.38,0.46,0.1045,281
8879,8880,2012-01-10,0,1,1,20,0,2,1,1,0.34,0.53,0.1045,200
8880,8881,2012-01-10,0,1,1,21,0,2,1,1,0.32,0.66,0.0896,116
8881,8882,2012-01-10,0,1,1,22,0,2,1,1,0.3,0.7,0.0896,114
8882,8883,2012-01-10,0,1,1,23,0,2,1,1,0.26,0.81,0.1045,41
8883,8884,2012-01-11,0,1,1,0,0,3,1,1,0.26,0.81,0.0,28
8884,8885,2012-01-11,0,1,1,1,0,3,1,1,0.24,0.87,0.0896,7
8885,8886,2012-01-11,0,1,1,2,0,3,1,1,0.2,0.85,0.1642,5
8886,8887,2012-01-11,0,1,1,3,0,3,1,1,0.22,0.8,0.0,4
8887,8888,2012-01-11,0,1,1,4,0,3,1,1,0.2,0.8,0.1343,2
8888,8889,2012-01-11,0,1,1,5,0,3,1,1,0.2,0.8,0.1343,22
8889,8890,2012-01-11,0,1,1,6,0,3,1,1,0.2,0.86,0.1343,74
8890,8891,2012-01-11,0,1,1,7,0,3,1,1,0.2,0.8,0.1343,256
8891,8892,2012-01-11,0,1,1,8,0,3,1,1,0.2,0.82,0.1045,499
8892,8893,2012-01-11,0,1,1,9,0,3,1,2,0.2,0.86,0.1343,225
8893,8894,2012-01-11,0,1,1,10,0,3,1,2,0.24,0.87,0.1343,97
8894,8895,2012-01-11,0,1,1,11,0,3,1,2,0.26,0.87,0.0896,99
8895,8896,2012-01-11,0,1,1,12,0,3,1,3,0.3,0.81,0.0,55
8896,8897,2012-01-11,0,1,1,13,0,3,1,3,0.32,0.76,0.0,65
8897,8898,2012-01-11,0,1,1,14,0,3,1,3,0.32,0.81,0.1045,73
8898,8899,2012-01-11,0,1,1,15,0,3,1,2,0.34,0.87,0.0896,79
8899,8900,2012-01-11,0,1,1,16,0,3,1,2,0.34,0.87,0.2537,118
8900,8901,2012-01-11,0,1,1,17,0,3,1,3,0.34,0.87,0.2239,134
8901,8902,2012-01-11,0,1,1,18,0,3,1,3,0.34,0.87,0.194,98
8902,8903,2012-01-11,0,1,1,19,0,3,1,3,0.32,0.93,0.2239,93
8903,8904,2012-01-11,0,1,1,20,0,3,1,3,0.32,0.93,0.1642,57
8904,8905,2012-01-11,0,1,1,21,0,3,1,3,0.34,0.87,0.2239,29
8905,8906,2012-01-11,0,1,1,22,0,3,1,3,0.34,0.87,0.194,49
8906,8907,2012-01-11,0,1,1,23,0,3,1,3,0.34,0.87,0.2239,9
8907,8908,2012-01-12,0,1,1,0,0,4,1,3,0.34,0.93,0.194,3
8908,8909,2012-01-12,0,1,1,1,0,4,1,3,0.36,0.93,0.194,3
8909,8910,2012-01-12,0,1,1,2,0,4,1,3,0.36,0.93,0.2537,2
8910,8911,2012-01-12,0,1,1,3,0,4,1,3,0.36,0.93,0.2537,3
8911,8912,2012-01-12,0,1,1,4,0,4,1,3,0.36,0.93,0.194,2
8912,8913,2012-01-12,0,1,1,5,0,4,1,3,0.34,0.93,0.0896,16
8913,8914,2012-01-12,0,1,1,6,0,4,1,3,0.36,0.93,0.1343,89
8914,8915,2012-01-12,0,1,1,7,0,4,1,2,0.34,0.87,0.2836,220
8915,8916,2012-01-12,0,1,1,8,0,4,1,1,0.32,0.81,0.194,508
8916,8917,2012-01-12,0,1,1,9,0,4,1,1,0.32,0.81,0.1045,230
8917,8918,2012-01-12,0,1,1,10,0,4,1,1,0.34,0.81,0.1045,90
8918,8919,2012-01-12,0,1,1,11,0,4,1,2,0.34,0.81,0.1045,119
8919,8920,2012-01-12,0,1,1,12,0,4,1,2,0.34,0.81,0.1045,144
8920,8921,2012-01-12,0,1,1,13,0,4,1,1,0.42,0.77,0.1642,183
8921,8922,2012-01-12,0,1,1,14,0,4,1,1,0.42,0.77,0.1642,156
8922,8923,2012-01-12,0,1,1,15,0,4,1,1,0.44,0.72,0.1343,188
8923,8924,2012-01-12,0,1,1,16,0,4,1,1,0.46,0.67,0.194,281
8924,8925,2012-01-12,0,1,1,17,0,4,1,1,0.46,0.63,0.1642,495
8925,8926,2012-01-12,0,1,1,18,0,4,1,1,0.44,0.67,0.194,421
8926,8927,2012-01-12,0,1,1,19,0,4,1,2,0.42,0.71,0.1642,330
8927,8928,2012-01-12,0,1,1,20,0,4,1,2,0.42,0.71,0.194,240
8928,8929,2012-01-12,0,1,1,21,0,4,1,1,0.44,0.67,0.1343,174
8929,8930,2012-01-12,0,1,1,22,0,4,1,1,0.38,0.76,0.2985,133
8930,8931,2012-01-12,0,1,1,23,0,4,1,1,0.4,0.76,0.3284,67
8931,8932,2012-01-13,0,1,1,0,0,5,1,2,0.4,0.71,0.2836,42
8932,8933,2012-01-13,0,1,1,1,0,5,1,2,0.38,0.76,0.2985,12
8933,8934,2012-01-13,0,1,1,2,0,5,1,1,0.4,0.76,0.3582,14
8934,8935,2012-01-13,0,1,1,3,0,5,1,1,0.36,0.87,0.2537,7
8935,8936,2012-01-13,0,1,1,4,0,5,1,3,0.32,0.7,0.4925,3
8936,8937,2012-01-13,0,1,1,5,0,5,1,2,0.3,0.7,0.5522,21
8937,8938,2012-01-13,0,1,1,6,0,5,1,2,0.26,0.75,0.2239,73
8938,8939,2012-01-13,0,1,1,7,0,5,1,1,0.26,0.6,0.2239,177
8939,8940,2012-01-13,0,1,1,8,0,5,1,1,0.24,0.52,0.3582,419
8940,8941,2012-01-13,0,1,1,9,0,5,1,1,0.22,0.47,0.3881,214
8941,8942,2012-01-13,0,1,1,10,0,5,1,1,0.24,0.44,0.4478,103
8942,8943,2012-01-13,0,1,1,11,0,5,1,1,0.24,0.38,0.6119,114
8943,8944,2012-01-13,0,1,1,12,0,5,1,1,0.24,0.38,0.4925,154
8944,8945,2012-01-13,0,1,1,13,0,5,1,1,0.26,0.33,0.5224,154
8945,8946,2012-01-13,0,1,1,14,0,5,1,1,0.26,0.33,0.5522,129
8946,8947,2012-01-13,0,1,1,15,0,5,1,1,0.26,0.33,0.5821,138
8947,8948,2012-01-13,0,1,1,16,0,5,1,1,0.28,0.3,0.4627,233
8948,8949,2012-01-13,0,1,1,17,0,5,1,1,0.28,0.33,0.4179,332
8949,8950,2012-01-13,0,1,1,18,0,5,1,1,0.26,0.38,0.2985,301
8950,8951,2012-01-13,0,1,1,19,0,5,1,1,0.26,0.38,0.2836,206
8951,8952,2012-01-13,0,1,1,20,0,5,1,1,0.24,0.41,0.1642,136
8952,8953,2012-01-13,0,1,1,21,0,5,1,1,0.24,0.41,0.2836,102
8953,8954,2012-01-13,0,1,1,22,0,5,1,1,0.2,0.47,0.3284,65
8954,8955,2012-01-13,0,1,1,23,0,5,1,1,0.18,0.47,0.194,65
8955,8956,2012-01-14,0,1,1,0,0,6,0,1,0.16,0.47,0.1045,44
8956,8957,2012-01-14,0,1,1,1,0,6,0,1,0.16,0.47,0.194,50
8957,8958,2012-01-14,0,1,1,2,0,6,0,1,0.16,0.47,0.1642,38
8958,8959,2012-01-14,0,1,1,3,0,6,0,1,0.14,0.54,0.1045,20
8959,8960,2012-01-14,0,1,1,4,0,6,0,1,0.14,0.5,0.1343,3
8960,8961,2012-01-14,0,1,1,5,0,6,0,1,0.14,0.5,0.1343,4
8961,8962,2012-01-14,0,1,1,6,0,6,0,1,0.14,0.5,0.0,5
