index,date,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,cnt,day_night
667,2011-01-31,0,0,1,2,0,1,1,1,0.22,0.64,0.194,1,0
715,2011-02-02,0,0,2,3,0,3,1,3,0.22,0.93,0.1343,1,0
716,2011-02-02,0,0,2,4,0,3,1,3,0.22,0.93,0.2836,1,0
739,2011-02-03,0,0,2,3,0,4,1,1,0.18,0.43,0.2537,1,0
761,2011-02-04,0,0,2,2,0,5,1,2,0.14,0.63,0.1045,1,0
762,2011-02-04,0,0,2,3,0,5,1,2,0.14,0.63,0.1045,1,0
811,2011-02-06,0,0,2,5,0,0,0,1,0.26,0.6,0.2239,1,0
812,2011-02-06,0,0,2,6,0,0,0,1,0.26,0.6,0.2239,1,1
833,2011-02-07,0,0,2,3,0,1,1,1,0.2,0.86,0.0,1,0
857,2011-02-08,0,0,2,3,0,2,1,3,0.28,0.93,0.1642,1,0
904,2011-02-10,0,0,2,4,0,4,1,2,0.14,0.59,0.2239,1,0
951,2011-02-12,0,0,2,5,0,6,0,1,0.12,0.74,0.0896,1,0
1020,2011-02-15,0,0,2,4,0,2,1,1,0.22,0.37,0.5224,1,0
1042,2011-02-16,0,0,2,3,0,3,1,2,0.2,0.47,0.194,1,0
1043,2011-02-16,0,0,2,4,0,3,1,1,0.2,0.51,0.194,1,0
1091,2011-02-18,0,0,2,4,0,5,1,1,0.46,0.67,0.2537,1,0
1139,2011-02-20,0,0,2,4,0,0,0,1,0.22,0.44,0.5522,1,0
1162,2011-02-21,0,0,2,4,1,1,0,1,0.32,0.45,0.1642,1,0
1202,2011-02-23,0,0,2,2,0,3,1,1,0.12,0.5,0.1343,1,0
1318,2011-02-28,0,0,2,3,0,1,1,3,0.32,0.93,0.1642,1,0
1342,2011-03-01,1,0,3,4,0,2,1,1,0.22,0.69,0.2537,1,0
1366,2011-03-02,1,0,3,4,0,3,1,1,0.2,0.75,0.1343,1,0
1387,2011-03-03,1,0,3,1,0,4,1,1,0.24,0.3,0.4627,1,0
1389,2011-03-03,1,0,3,3,0,4,1,1,0.2,0.27,0.4627,1,0
1390,2011-03-03,1,0,3,4,0,4,1,1,0.16,0.31,0.4925,1,0
1413,2011-03-04,1,0,3,3,0,5,1,2,0.18,0.74,0.2537,1,0
1414,2011-03-04,1,0,3,4,0,5,1,2,0.18,0.74,0.194,1,0
1438,2011-03-05,1,0,3,4,0,6,0,2,0.3,0.93,0.1642,1,0
1483,2011-03-07,1,0,3,3,0,1,1,1,0.2,0.8,0.5821,1,0
1484,2011-03-07,1,0,3,4,0,1,1,1,0.2,0.8,0.5224,1,0
1485,2011-03-07,1,0,3,5,0,1,1,1,0.2,0.75,0.3582,1,0
1506,2011-03-08,1,0,3,2,0,2,1,1,0.24,0.52,0.1343,1,0
1554,2011-03-10,1,0,3,2,0,4,1,3,0.34,0.0,0.2537,1,0
1601,2011-03-12,1,0,3,4,0,6,0,1,0.24,0.65,0.2537,1,0
1645,2011-03-14,1,0,3,1,0,1,1,1,0.26,0.65,0.0896,1,0
1646,2011-03-14,1,0,3,2,0,1,1,1,0.26,0.65,0.0896,1,0
1693,2011-03-16,1,0,3,4,0,3,1,2,0.3,0.93,0.1642,1,0
1811,2011-03-21,1,0,3,3,0,1,1,2,0.34,0.71,0.3284,1,0
1833,2011-03-22,1,0,3,2,0,2,1,1,0.44,0.94,0.0896,1,0
1835,2011-03-22,1,0,3,4,0,2,1,2,0.42,0.82,0.1642,1,0
1881,2011-03-24,1,0,3,3,0,4,1,2,0.28,1.0,0.194,1,0
1882,2011-03-24,1,0,3,4,0,4,1,2,0.28,1.0,0.194,1,0
2024,2011-03-30,1,0,3,4,0,3,1,2,0.32,0.57,0.0,1,0
2047,2011-03-31,1,0,3,3,0,4,1,3,0.24,0.93,0.2239,1,0
2143,2011-04-04,1,0,4,3,0,1,1,1,0.38,0.66,0.2836,1,0
2192,2011-04-06,1,0,4,4,0,3,1,1,0.24,0.65,0.1343,1,0
2216,2011-04-07,1,0,4,4,0,4,1,1,0.34,0.76,0.194,1,0
2239,2011-04-08,1,0,4,3,0,5,1,3,0.34,0.76,0.1642,1,0
2240,2011-04-08,1,0,4,4,0,5,1,2,0.34,0.86,0.1343,1,0
2311,2011-04-11,1,0,4,4,0,1,1,1,0.46,0.94,0.194,1,0
2334,2011-04-12,1,0,4,3,0,2,1,2,0.58,0.56,0.1343,1,0
2356,2011-04-13,1,0,4,1,0,3,1,2,0.4,1.0,0.2985,1,0
2540,2011-04-20,1,0,4,17,0,3,1,2,0.74,0.37,0.4179,432,1
2564,2011-04-21,1,0,4,17,0,4,1,1,0.5,0.29,0.1642,481,1
2660,2011-04-25,1,0,4,17,0,1,1,1,0.7,0.54,0.2985,521,1
2661,2011-04-25,1,0,4,18,0,1,1,1,0.68,0.57,0.3582,499,1
2684,2011-04-26,1,0,4,17,0,2,1,1,0.68,0.61,0.3582,521,1
2685,2011-04-26,1,0,4,18,0,2,1,1,0.68,0.65,0.4478,528,1
2708,2011-04-27,1,0,4,17,0,3,1,3,0.66,0.83,0.3881,521,1
2733,2011-04-28,1,0,4,18,0,4,1,1,0.64,0.47,0.3582,530,1
2756,2011-04-29,1,0,4,17,0,5,1,2,0.52,0.45,0.3881,508,1
2757,2011-04-29,1,0,4,18,0,5,1,1,0.52,0.48,0.3582,439,1
2778,2011-04-30,1,0,4,15,0,6,0,1,0.56,0.37,0.1343,499,1
2828,2011-05-02,1,0,5,17,0,1,1,1,0.66,0.65,0.194,537,1
2829,2011-05-02,1,0,5,18,0,1,1,2,0.64,0.65,0.194,518,1
2852,2011-05-03,1,0,5,17,0,2,1,1,0.7,0.54,0.4627,517,1
2853,2011-05-03,1,0,5,18,0,2,1,1,0.7,0.48,0.4179,544,1
2862,2011-05-04,1,0,5,3,0,3,1,3,0.42,0.88,0.5224,1,0
2900,2011-05-05,1,0,5,17,0,4,1,1,0.56,0.26,0.3881,533,1
2901,2011-05-05,1,0,5,18,0,4,1,1,0.56,0.26,0.2836,520,1
2911,2011-05-06,1,0,5,4,0,5,1,1,0.36,0.71,0.1045,1,0
2924,2011-05-06,1,0,5,17,0,5,1,1,0.58,0.4,0.3582,553,1
2944,2011-05-07,1,0,5,13,0,6,0,1,0.6,0.35,0.2836,436,1
2996,2011-05-09,1,0,5,17,0,1,1,1,0.62,0.38,0.2537,598,1
2997,2011-05-09,1,0,5,18,0,1,1,1,0.62,0.38,0.2985,524,1
3020,2011-05-10,1,0,5,17,0,2,1,1,0.64,0.33,0.0,611,1
3021,2011-05-10,1,0,5,18,0,2,1,1,0.64,0.29,0.1343,550,1
3022,2011-05-10,1,0,5,19,0,2,1,1,0.6,0.43,0.2239,434,1
3068,2011-05-12,1,0,5,17,0,4,1,2,0.64,0.57,0.194,594,1
3069,2011-05-12,1,0,5,18,0,4,1,1,0.62,0.69,0.2239,527,1
3092,2011-05-13,1,0,5,17,0,5,1,3,0.52,0.88,0.1642,491,1
3137,2011-05-15,1,0,5,14,0,0,0,1,0.64,0.73,0.194,437,1
3188,2011-05-17,1,0,5,17,0,2,1,1,0.62,0.65,0.4179,604,1
3189,2011-05-17,1,0,5,18,0,2,1,1,0.6,0.69,0.2985,480,1
3212,2011-05-18,1,0,5,17,0,3,1,1,0.6,0.69,0.1343,565,1
3213,2011-05-18,1,0,5,18,0,3,1,1,0.6,0.73,0.2239,489,1
3227,2011-05-19,1,0,5,8,0,4,1,2,0.52,0.88,0.0,487,1
3236,2011-05-19,1,0,5,17,0,4,1,1,0.56,0.78,0.1642,547,1
3237,2011-05-19,1,0,5,18,0,4,1,1,0.6,0.55,0.1642,513,1
3251,2011-05-20,1,0,5,8,0,5,1,1,0.54,0.68,0.0,517,1
3260,2011-05-20,1,0,5,17,0,5,1,1,0.62,0.53,0.0,554,1
3279,2011-05-21,1,0,5,12,0,6,0,1,0.66,0.5,0.0,493,1
3282,2011-05-21,1,0,5,15,0,6,0,1,0.72,0.45,0.2537,506,1
3347,2011-05-24,1,0,5,8,0,2,1,3,0.62,0.83,0.2239,434,1
3356,2011-05-24,1,0,5,17,0,2,1,1,0.7,0.61,0.1045,548,1
3357,2011-05-24,1,0,5,18,0,2,1,1,0.7,0.7,0.194,564,1
3371,2011-05-25,1,0,5,8,0,3,1,1,0.64,0.69,0.2239,531,1
3380,2011-05-25,1,0,5,17,0,3,1,1,0.74,0.51,0.2239,601,1
3381,2011-05-25,1,0,5,18,0,3,1,1,0.72,0.58,0.2239,517,1
3395,2011-05-26,1,0,5,8,0,4,1,2,0.66,0.83,0.1642,489,1
3404,2011-05-26,1,0,5,17,0,4,1,1,0.8,0.46,0.2836,494,1
3428,2011-05-27,1,0,5,17,0,5,1,1,0.74,0.58,0.3881,491,1
3524,2011-05-31,1,0,5,17,0,2,1,1,0.84,0.53,0.2239,495,1
3548,2011-06-01,2,0,6,17,0,3,1,1,0.86,0.47,0.2985,486,1
3572,2011-06-02,2,0,6,17,0,4,1,1,0.76,0.2,0.5224,572,1
3573,2011-06-02,2,0,6,18,0,4,1,1,0.74,0.22,0.3881,525,1
3587,2011-06-03,2,0,6,8,0,5,1,2,0.56,0.43,0.3284,502,1
3596,2011-06-03,2,0,6,17,0,5,1,1,0.72,0.25,0.2836,558,1
3597,2011-06-03,2,0,6,18,0,5,1,1,0.7,0.24,0.2985,564,1
3659,2011-06-06,2,0,6,8,0,1,1,1,0.64,0.73,0.0896,438,1
3668,2011-06-06,2,0,6,17,0,1,1,1,0.78,0.33,0.2836,579,1
3669,2011-06-06,2,0,6,18,0,1,1,1,0.76,0.31,0.1343,556,1
3692,2011-06-07,2,0,6,17,0,2,1,1,0.8,0.43,0.2537,539,1
3693,2011-06-07,2,0,6,18,0,2,1,1,0.78,0.46,0.2836,551,1
3707,2011-06-08,2,0,6,8,0,3,1,1,0.76,0.58,0.1642,481,1
3716,2011-06-08,2,0,6,17,0,3,1,1,0.92,0.35,0.2239,506,1
3731,2011-06-09,2,0,6,8,0,4,1,2,0.76,0.7,0.1045,432,1
3764,2011-06-10,2,0,6,17,0,5,1,1,0.82,0.52,0.2239,517,1
3836,2011-06-13,2,0,6,17,0,1,1,1,0.7,0.39,0.3284,601,1
3837,2011-06-13,2,0,6,18,0,1,1,1,0.7,0.37,0.3582,586,1
3851,2011-06-14,2,0,6,8,0,2,1,1,0.58,0.49,0.3881,486,1
3860,2011-06-14,2,0,6,17,0,2,1,3,0.64,0.5,0.2836,569,1
3861,2011-06-14,2,0,6,18,0,2,1,1,0.62,0.51,0.3284,538,1
3870,2011-06-15,2,0,6,3,0,3,1,1,0.5,0.68,0.2537,1,0
3875,2011-06-15,2,0,6,8,0,3,1,1,0.58,0.53,0.1343,498,1
3884,2011-06-15,2,0,6,17,0,3,1,1,0.74,0.28,0.1045,638,1
3885,2011-06-15,2,0,6,18,0,3,1,1,0.72,0.32,0.1343,607,1
3932,2011-06-17,2,0,6,17,0,5,1,3,0.76,0.4,0.194,552,1
3990,2011-06-20,2,0,6,3,0,1,1,3,0.64,0.89,0.0,1,0
4004,2011-06-20,2,0,6,17,0,1,1,1,0.7,0.54,0.0,565,1
4005,2011-06-20,2,0,6,18,0,1,1,1,0.7,0.61,0.2537,538,1
4006,2011-06-20,2,0,6,19,0,1,1,1,0.66,0.65,0.2239,431,1
4028,2011-06-21,2,0,6,17,0,2,1,1,0.78,0.66,0.2239,572,1
4029,2011-06-21,2,0,6,18,0,2,1,2,0.76,0.7,0.2537,536,1
4052,2011-06-22,2,0,6,17,0,3,1,2,0.8,0.55,0.3881,529,1
4053,2011-06-22,2,0,6,18,0,3,1,2,0.8,0.59,0.2537,513,1
4067,2011-06-23,2,0,6,8,0,4,1,2,0.74,0.7,0.194,432,1
4076,2011-06-23,2,0,6,17,0,4,1,2,0.72,0.7,0.3582,569,1
4077,2011-06-23,2,0,6,18,0,4,1,1,0.72,0.7,0.4179,540,1
4100,2011-06-24,2,0,6,17,0,5,1,1,0.76,0.37,0.2537,557,1
4172,2011-06-27,2,0,6,17,0,1,1,1,0.74,0.55,0.1343,604,1
4173,2011-06-27,2,0,6,18,0,1,1,1,0.74,0.51,0.0,591,1
4196,2011-06-28,2,0,6,17,0,2,1,3,0.82,0.56,0.2836,579,1
4197,2011-06-28,2,0,6,18,0,2,1,3,0.8,0.55,0.2985,504,1
4211,2011-06-29,2,0,6,8,0,3,1,1,0.7,0.48,0.2836,540,1
4220,2011-06-29,2,0,6,17,0,3,1,1,0.82,0.26,0.4179,570,1
4221,2011-06-29,2,0,6,18,0,3,1,1,0.8,0.29,0.2985,588,1
4235,2011-06-30,2,0,6,8,0,4,1,1,0.68,0.47,0.2239,555,1
4244,2011-06-30,2,0,6,17,0,4,1,1,0.78,0.27,0.3582,594,1
4245,2011-06-30,2,0,6,18,0,4,1,1,0.76,0.29,0.2537,586,1
4259,2011-07-01,2,0,7,8,0,5,1,1,0.7,0.42,0.1642,492,1
4304,2011-07-03,2,0,7,5,0,0,0,3,0.62,0.83,0.194,1,0
4340,2011-07-04,2,0,7,17,1,1,0,1,0.8,0.46,0.0,436,1
4355,2011-07-05,2,0,7,8,0,2,1,1,0.72,0.62,0.1343,432,1
4364,2011-07-05,2,0,7,17,0,2,1,1,0.82,0.46,0.1045,545,1
4365,2011-07-05,2,0,7,18,0,2,1,1,0.8,0.55,0.1642,496,1
4388,2011-07-06,2,0,7,17,0,3,1,1,0.78,0.59,0.2239,596,1
4389,2011-07-06,2,0,7,18,0,3,1,1,0.76,0.62,0.194,563,1
4412,2011-07-07,2,0,7,17,0,4,1,1,0.86,0.36,0.2537,569,1
4413,2011-07-07,2,0,7,18,0,4,1,1,0.84,0.44,0.2985,562,1
4508,2011-07-11,2,0,7,17,0,1,1,1,0.86,0.56,0.4179,514,1
4533,2011-07-12,2,0,7,18,0,2,1,1,0.86,0.47,0.2985,511,1
4556,2011-07-13,2,0,7,17,0,3,1,1,0.7,0.79,0.0,488,1
4571,2011-07-14,2,0,7,8,0,4,1,1,0.64,0.5,0.3582,486,1
4580,2011-07-14,2,0,7,17,0,4,1,1,0.74,0.37,0.1343,595,1
4581,2011-07-14,2,0,7,18,0,4,1,1,0.72,0.42,0.194,578,1
4595,2011-07-15,2,0,7,8,0,5,1,1,0.64,0.65,0.2537,564,1
4604,2011-07-15,2,0,7,17,0,5,1,1,0.74,0.42,0.2537,587,1
4605,2011-07-15,2,0,7,18,0,5,1,1,0.72,0.45,0.2239,496,1
4624,2011-07-16,2,0,7,13,0,6,0,1,0.76,0.45,0.2985,497,1
4625,2011-07-16,2,0,7,14,0,6,0,1,0.74,0.45,0.2985,433,1
4649,2011-07-17,2,0,7,14,0,0,0,1,0.8,0.49,0.3582,430,1
4676,2011-07-18,2,0,7,17,0,1,1,1,0.84,0.49,0.3284,545,1
4677,2011-07-18,2,0,7,18,0,1,1,1,0.82,0.49,0.3582,558,1
4700,2011-07-19,2,0,7,17,0,2,1,1,0.8,0.66,0.0,513,1
4701,2011-07-19,2,0,7,18,0,2,1,1,0.8,0.66,0.1343,530,1
4715,2011-07-20,2,0,7,8,0,3,1,1,0.74,0.74,0.0,438,1
4725,2011-07-20,2,0,7,18,0,3,1,1,0.84,0.59,0.2239,497,1
4844,2011-07-25,2,0,7,17,0,1,1,1,0.72,0.74,0.0,485,1
4845,2011-07-25,2,0,7,18,0,1,1,1,0.74,0.74,0.0896,533,1
4868,2011-07-26,2,0,7,17,0,2,1,1,0.86,0.36,0.3582,537,1
4869,2011-07-26,2,0,7,18,0,2,1,1,0.84,0.39,0.3881,546,1
4883,2011-07-27,2,0,7,8,0,3,1,1,0.74,0.42,0.2537,433,1
4892,2011-07-27,2,0,7,17,0,3,1,1,0.84,0.26,0.2239,572,1
4893,2011-07-27,2,0,7,18,0,3,1,1,0.82,0.28,0.1045,541,1
4917,2011-07-28,2,0,7,18,0,4,1,1,0.84,0.56,0.2239,483,1
5012,2011-08-01,2,0,8,17,0,1,1,1,0.76,0.45,0.2985,514,1
5013,2011-08-01,2,0,8,18,0,1,1,1,0.78,0.43,0.194,543,1
5027,2011-08-02,2,0,8,8,0,2,1,1,0.74,0.58,0.2836,435,1
5036,2011-08-02,2,0,8,17,0,2,1,2,0.9,0.27,0.1343,556,1
5037,2011-08-02,2,0,8,18,0,2,1,2,0.86,0.34,0.194,556,1
5051,2011-08-03,2,0,8,8,0,3,1,2,0.74,0.51,0.1642,437,1
5061,2011-08-03,2,0,8,18,0,3,1,3,0.7,0.84,0.0,492,1
5084,2011-08-04,2,0,8,17,0,4,1,1,0.76,0.62,0.3284,555,1
5085,2011-08-04,2,0,8,18,0,4,1,1,0.7,0.74,0.2985,523,1
5108,2011-08-05,2,0,8,17,0,5,1,1,0.78,0.49,0.2985,550,1
5166,2011-08-08,2,0,8,3,0,1,1,1,0.66,0.89,0.0,1,0
5180,2011-08-08,2,0,8,17,0,1,1,1,0.86,0.39,0.1642,527,1
5181,2011-08-08,2,0,8,18,0,1,1,1,0.84,0.41,0.1343,529,1
5204,2011-08-09,2,0,8,17,0,2,1,1,0.8,0.55,0.1642,532,1
5205,2011-08-09,2,0,8,18,0,2,1,1,0.8,0.55,0.194,585,1
5228,2011-08-10,2,0,8,17,0,3,1,1,0.84,0.26,0.2985,584,1
5229,2011-08-10,2,0,8,18,0,3,1,1,0.82,0.28,0.2985,559,1
5252,2011-08-11,2,0,8,17,0,4,1,1,0.8,0.29,0.2537,582,1
5253,2011-08-11,2,0,8,18,0,4,1,1,0.78,0.29,0.0896,571,1
5276,2011-08-12,2,0,8,17,0,5,1,1,0.82,0.26,0.0,516,1
5348,2011-08-15,2,0,8,17,0,1,1,1,0.74,0.51,0.2836,530,1
5349,2011-08-15,2,0,8,18,0,1,1,1,0.7,0.65,0.194,483,1
5372,2011-08-16,2,0,8,17,0,2,1,1,0.76,0.45,0.3284,600,1
5373,2011-08-16,2,0,8,18,0,2,1,1,0.76,0.45,0.2239,570,1
5387,2011-08-17,2,0,8,8,0,3,1,1,0.7,0.54,0.1642,487,1
5396,2011-08-17,2,0,8,17,0,3,1,1,0.8,0.49,0.2239,552,1
5397,2011-08-17,2,0,8,18,0,3,1,1,0.76,0.55,0.2537,556,1
5444,2011-08-19,2,0,8,17,0,5,1,1,0.76,0.58,0.5224,527,1
5516,2011-08-22,2,0,8,17,0,1,1,1,0.74,0.27,0.3284,591,1
5517,2011-08-22,2,0,8,18,0,1,1,1,0.72,0.28,0.2985,609,1
5531,2011-08-23,2,0,8,8,0,2,1,2,0.62,0.5,0.0,504,1
5537,2011-08-23,2,0,8,14,0,2,1,1,0.72,0.3,0.0896,651,1
5538,2011-08-23,2,0,8,15,0,2,1,1,0.72,0.34,0.2239,601,1
5541,2011-08-23,2,0,8,18,0,2,1,1,0.72,0.34,0.194,519,1
5550,2011-08-24,2,0,8,3,0,3,1,1,0.58,0.68,0.1343,1,0
5564,2011-08-24,2,0,8,17,0,3,1,1,0.76,0.52,0.3582,567,1
5565,2011-08-24,2,0,8,18,0,3,1,1,0.74,0.55,0.2985,621,1
5579,2011-08-25,2,0,8,8,0,4,1,2,0.7,0.74,0.2985,484,1
5612,2011-08-26,2,0,8,17,0,5,1,1,0.74,0.74,0.2537,489,1
5637,2011-08-28,2,0,8,7,0,0,0,3,0.62,0.83,0.3582,1,1
5643,2011-08-28,2,0,8,13,0,0,0,1,0.76,0.45,0.3582,431,1
5646,2011-08-28,2,0,8,16,0,0,0,1,0.8,0.36,0.3881,491,1
5671,2011-08-29,2,0,8,17,0,1,1,2,0.7,0.47,0.2239,591,1
5672,2011-08-29,2,0,8,18,0,1,1,1,0.66,0.47,0.2537,547,1
5686,2011-08-30,2,0,8,8,0,2,1,1,0.62,0.57,0.1343,493,1
5695,2011-08-30,2,0,8,17,0,2,1,1,0.72,0.42,0.194,611,1
5696,2011-08-30,2,0,8,18,0,2,1,1,0.7,0.45,0.1642,576,1
5719,2011-08-31,2,0,8,17,0,3,1,1,0.72,0.45,0.1343,608,1
5720,2011-08-31,2,0,8,18,0,3,1,1,0.7,0.51,0.2239,565,1
5734,2011-09-01,3,0,9,8,0,4,1,1,0.62,0.73,0.1343,498,1
5743,2011-09-01,3,0,9,17,0,4,1,1,0.72,0.54,0.2537,628,1
5744,2011-09-01,3,0,9,18,0,4,1,1,0.72,0.54,0.2239,531,1
5810,2011-09-04,3,0,9,12,0,0,0,1,0.76,0.66,0.1642,435,1
5848,2011-09-06,3,0,9,3,0,2,1,3,0.54,0.94,0.2985,1,0
5933,2011-09-09,3,0,9,17,0,5,1,1,0.7,0.79,0.2537,505,1
5955,2011-09-10,3,0,9,15,0,6,0,1,0.74,0.55,0.2239,480,1
5956,2011-09-10,3,0,9,16,0,6,0,1,0.74,0.55,0.194,431,1
5980,2011-09-11,3,0,9,16,0,0,0,1,0.72,0.51,0.2985,483,1
6004,2011-09-12,3,0,9,17,0,1,1,1,0.72,0.51,0.1642,590,1
6005,2011-09-12,3,0,9,18,0,1,1,1,0.7,0.54,0.194,571,1
6006,2011-09-12,3,0,9,19,0,1,1,1,0.68,0.57,0.1343,436,1
6028,2011-09-13,3,0,9,17,0,2,1,1,0.74,0.51,0.2239,579,1
6029,2011-09-13,3,0,9,18,0,2,1,1,0.7,0.61,0.1642,539,1
6052,2011-09-14,3,0,9,17,0,3,1,1,0.76,0.52,0.2836,599,1
6053,2011-09-14,3,0,9,18,0,3,1,1,0.72,0.62,0.1642,586,1
6100,2011-09-16,3,0,9,17,0,5,1,2,0.52,0.48,0.1343,566,1
6101,2011-09-16,3,0,9,18,0,5,1,2,0.52,0.52,0.1642,482,1
6135,2011-09-18,3,0,9,4,0,0,0,1,0.44,0.77,0.2239,1,0
6172,2011-09-19,3,0,9,17,0,1,1,2,0.58,0.64,0.1343,568,1
6173,2011-09-19,3,0,9,18,0,1,1,2,0.56,0.68,0.1343,540,1
6196,2011-09-20,3,0,9,17,0,2,1,1,0.6,0.83,0.1045,511,1
6197,2011-09-20,3,0,9,18,0,2,1,1,0.6,0.83,0.1045,492,1
6220,2011-09-21,3,0,9,17,0,3,1,3,0.66,0.74,0.1642,536,1
6244,2011-09-22,3,0,9,17,0,4,1,2,0.66,0.78,0.0896,563,1
6245,2011-09-22,3,0,9,18,0,4,1,2,0.64,0.83,0.1045,551,1
6340,2011-09-26,3,0,9,17,0,1,1,1,0.7,0.7,0.1343,570,1
6341,2011-09-26,3,0,9,18,0,1,1,1,0.66,0.83,0.1045,553,1
6364,2011-09-27,3,0,9,17,0,2,1,2,0.66,0.89,0.194,530,1
6388,2011-09-28,3,0,9,17,0,3,1,1,0.7,0.7,0.2239,591,1
6389,2011-09-28,3,0,9,18,0,3,1,3,0.66,0.83,0.2537,524,1
6403,2011-09-29,3,0,9,8,0,4,1,1,0.6,0.83,0.0,431,1
6412,2011-09-29,3,0,9,17,0,4,1,1,0.66,0.47,0.2985,589,1
6413,2011-09-29,3,0,9,18,0,4,1,1,0.64,0.41,0.2239,584,1
6436,2011-09-30,3,0,9,17,0,5,1,1,0.62,0.53,0.194,591,1
6437,2011-09-30,3,0,9,18,0,5,1,1,0.58,0.49,0.3582,511,1
6508,2011-10-03,3,0,10,17,0,1,1,2,0.4,0.76,0.1642,495,1
6532,2011-10-04,3,0,10,17,0,2,1,1,0.56,0.6,0.3881,585,1
6533,2011-10-04,3,0,10,18,0,2,1,1,0.54,0.64,0.2836,524,1
6556,2011-10-05,3,0,10,17,0,3,1,1,0.64,0.47,0.2537,591,1
6557,2011-10-05,3,0,10,18,0,3,1,1,0.6,0.53,0.1642,593,1
6580,2011-10-06,3,0,10,17,0,4,1,1,0.56,0.52,0.1343,568,1
6581,2011-10-06,3,0,10,18,0,4,1,1,0.54,0.64,0.0896,538,1
6604,2011-10-07,3,0,10,17,0,5,1,1,0.6,0.56,0.2537,563,1
6624,2011-10-08,3,0,10,13,0,6,0,1,0.62,0.46,0.1045,485,1
6626,2011-10-08,3,0,10,15,0,6,0,1,0.66,0.39,0.0,496,1
6649,2011-10-09,3,0,10,14,0,0,0,1,0.68,0.47,0.1642,500,1
6652,2011-10-09,3,0,10,17,0,0,0,1,0.62,0.61,0.1045,438,1
6700,2011-10-11,3,0,10,17,0,2,1,2,0.6,0.78,0.2537,604,1
6701,2011-10-11,3,0,10,18,0,2,1,2,0.6,0.78,0.2239,539,1
6748,2011-10-13,3,0,10,17,0,4,1,3,0.62,0.83,0.2537,479,1
6772,2011-10-14,3,0,10,17,0,5,1,1,0.58,0.46,0.4179,481,1
6816,2011-10-16,3,0,10,13,0,0,0,1,0.6,0.35,0.2985,438,1
6844,2011-10-17,3,0,10,17,0,1,1,1,0.56,0.64,0.1343,620,1
6845,2011-10-17,3,0,10,18,0,1,1,1,0.56,0.6,0.0,518,1
6854,2011-10-18,3,0,10,3,0,2,1,1,0.44,0.94,0.0896,1,0
6859,2011-10-18,3,0,10,8,0,2,1,1,0.5,0.77,0.0896,499,1
